Gene stable ID	Gene type	Gene name
ENSG00000136699	protein_coding	SMPD4
ENSG00000170315	protein_coding	UBB
ENSG00000169271	protein_coding	HSPB3
ENSG00000125454	protein_coding	SLC25A19
ENSG00000174482	protein_coding	LINGO2
ENSG00000119203	protein_coding	CPSF3
ENSG00000131043	protein_coding	AAR2
ENSG00000151468	protein_coding	CCDC3
ENSG00000178996	protein_coding	SNX18
ENSG00000100258	protein_coding	LMF2
ENSG00000142459	protein_coding	EVI5L
ENSG00000241749	transcribed_processed_pseudogene	RPSAP52
ENSG00000134538	protein_coding	SLCO1B1
ENSG00000131981	protein_coding	LGALS3
ENSG00000135587	protein_coding	SMPD2
ENSG00000171346	protein_coding	KRT15
ENSG00000135144	protein_coding	DTX1
ENSG00000142552	protein_coding	RCN3
ENSG00000178878	protein_coding	APOLD1
ENSG00000168748	protein_coding	CA7
ENSG00000205754	protein_coding	SLCO1B7
ENSG00000206283	protein_coding	PFDN6
ENSG00000174599	protein_coding	TRAM1L1
ENSG00000106617	protein_coding	PRKAG2
ENSG00000168904	protein_coding	LRRC28
ENSG00000141540	protein_coding	TTYH2
ENSG00000074603	protein_coding	DPP8
ENSG00000143862	protein_coding	ARL8A
ENSG00000154319	protein_coding	FAM167A
ENSG00000126456	protein_coding	IRF3
ENSG00000095794	protein_coding	CREM
ENSG00000151693	protein_coding	ASAP2
ENSG00000159593	protein_coding	NAE1
ENSG00000054690	protein_coding	PLEKHH1
ENSG00000205133	protein_coding	TRIQK
ENSG00000157637	protein_coding	SLC38A10
ENSG00000111344	protein_coding	RASAL1
ENSG00000090006	protein_coding	LTBP4
ENSG00000182810	protein_coding	DDX28
ENSG00000134882	protein_coding	UBAC2
ENSG00000154813	protein_coding	DPH3
ENSG00000223882	antisense	ABCC5-AS1
ENSG00000072736	protein_coding	NFATC3
ENSG00000213402	protein_coding	PTPRCAP
ENSG00000172725	protein_coding	CORO1B
ENSG00000137814	protein_coding	HAUS2
ENSG00000119185	protein_coding	ITGB1BP1
ENSG00000120675	protein_coding	DNAJC15
ENSG00000165617	protein_coding	DACT1
ENSG00000228889	lincRNA	UBAC2-AS1
ENSG00000169508	protein_coding	GPR183
ENSG00000214223	processed_pseudogene	HNRNPA1P10
ENSG00000267343	transcribed_unprocessed_pseudogene	ZNF833P
ENSG00000125245	protein_coding	GPR18
ENSG00000167994	protein_coding	RAB3IL1
ENSG00000100564	protein_coding	PIGH
ENSG00000118804	protein_coding	STBD1
ENSG00000153064	protein_coding	BANK1
ENSG00000164331	protein_coding	ANKRA2
ENSG00000189157	protein_coding	FAM47E
ENSG00000090857	protein_coding	PDPR
ENSG00000187688	protein_coding	TRPV2
ENSG00000167685	protein_coding	ZNF444
ENSG00000100154	protein_coding	TTC28
ENSG00000198133	protein_coding	TMEM229B
ENSG00000096401	protein_coding	CDC5L
ENSG00000138760	protein_coding	SCARB2
ENSG00000164338	protein_coding	UTP15
ENSG00000198830	protein_coding	HMGN2
ENSG00000162623	protein_coding	TYW3
ENSG00000259706	processed_pseudogene	HSP90B2P
ENSG00000113966	protein_coding	ARL6
ENSG00000154102	protein_coding	C16orf74
ENSG00000235954	processed_transcript	TTC28-AS1
ENSG00000170759	protein_coding	KIF5B
ENSG00000251396	lincRNA	LINC01301
ENSG00000197933	protein_coding	ZNF823
ENSG00000149571	protein_coding	KIRREL3
ENSG00000116791	protein_coding	CRYZ
ENSG00000170471	protein_coding	RALGAPB
ENSG00000164283	protein_coding	ESM1
ENSG00000206284	protein_coding	WDR46
ENSG00000185238	protein_coding	PRMT3
ENSG00000234456	processed_transcript	MAGI2-AS3
ENSG00000078902	protein_coding	TOLLIP
ENSG00000180957	protein_coding	PITPNB
ENSG00000185798	protein_coding	WDR53
ENSG00000105255	protein_coding	FSD1
ENSG00000197085	processed_transcript	NPSR1-AS1
ENSG00000174013	protein_coding	FBXO45
ENSG00000226384	protein_coding	GTF2H4
ENSG00000109445	protein_coding	ZNF330
ENSG00000137727	protein_coding	ARHGAP20
ENSG00000145901	protein_coding	TNIP1
ENSG00000160075	protein_coding	SSU72
ENSG00000239911	antisense	PRKAG2-AS1
ENSG00000088930	protein_coding	XRN2
ENSG00000143851	protein_coding	PTPN7
ENSG00000169241	protein_coding	SLC50A1
ENSG00000254960	antisense	KIRREL3-AS2
ENSG00000146966	protein_coding	DENND2A
ENSG00000218109	antisense	KIRREL3-AS3
ENSG00000159217	protein_coding	IGF2BP1
ENSG00000113282	protein_coding	CLINT1
ENSG00000136717	protein_coding	BIN1
ENSG00000135049	protein_coding	AGTPBP1
ENSG00000137947	protein_coding	GTF2B
ENSG00000136270	protein_coding	TBRG4
ENSG00000166747	protein_coding	AP1G1
ENSG00000212710	protein_coding	CTAGE1
ENSG00000259462	antisense	CPEB1-AS1
ENSG00000276336	protein_coding	SCARF1
ENSG00000214575	protein_coding	CPEB1
ENSG00000184786	protein_coding	TCTE3
ENSG00000138663	protein_coding	COPS4
ENSG00000154529	protein_coding	CNTNAP3B
ENSG00000204789	processed_pseudogene	ZNF204P
ENSG00000196405	protein_coding	EVL
ENSG00000273808	transcribed_unprocessed_pseudogene	ABCC6P2
ENSG00000282705	protein_coding	NPIPA5
ENSG00000124613	protein_coding	ZNF391
ENSG00000170584	protein_coding	NUDCD2
ENSG00000120500	protein_coding	ARR3
ENSG00000113328	protein_coding	CCNG1
ENSG00000176619	protein_coding	LMNB2
ENSG00000166840	protein_coding	GLYATL1
ENSG00000090266	protein_coding	NDUFB2
ENSG00000160087	protein_coding	UBE2J2
ENSG00000178297	protein_coding	TMPRSS9
ENSG00000065057	protein_coding	NTHL1
ENSG00000261239	transcribed_unprocessed_pseudogene	ANKRD26P1
ENSG00000179085	protein_coding	DPM3
ENSG00000161526	protein_coding	SAP30BP
ENSG00000136854	protein_coding	STXBP1
ENSG00000077147	protein_coding	TM9SF3
ENSG00000184792	protein_coding	OSBP2
ENSG00000154127	protein_coding	UBASH3B
ENSG00000099800	protein_coding	TIMM13
ENSG00000235169	protein_coding	SMIM1
ENSG00000123064	protein_coding	DDX54
ENSG00000157764	protein_coding	BRAF
ENSG00000133703	protein_coding	KRAS
ENSG00000175003	protein_coding	SLC22A1
ENSG00000118513	protein_coding	MYB
ENSG00000126453	protein_coding	BCL2L12
ENSG00000260765	unprocessed_pseudogene	CES1P2
ENSG00000278823	protein_coding	C16orf45
ENSG00000280909	transcribed_unprocessed_pseudogene	SDHAP2
ENSG00000127603	protein_coding	MACF1
ENSG00000145734	protein_coding	BDP1
ENSG00000112062	protein_coding	MAPK14
ENSG00000101773	protein_coding	RBBP8
ENSG00000112282	protein_coding	MED23
ENSG00000213516	protein_coding	RBMXL1
ENSG00000239927	protein_coding	RPP21
ENSG00000148660	protein_coding	CAMK2G
ENSG00000128590	protein_coding	DNAJB9
ENSG00000163964	protein_coding	PIGX
ENSG00000135241	protein_coding	PNPLA8
ENSG00000185499	protein_coding	MUC1
ENSG00000103723	protein_coding	AP3B2
ENSG00000198546	protein_coding	ZNF511
ENSG00000269821	antisense	KCNQ1OT1
ENSG00000139405	protein_coding	RITA1
ENSG00000130640	protein_coding	TUBGCP2
ENSG00000163762	protein_coding	TM4SF18
ENSG00000217930	protein_coding	PAM16
ENSG00000240833	processed_transcript	HCG17
ENSG00000066322	protein_coding	ELOVL1
ENSG00000174007	protein_coding	CEP19
ENSG00000225602	antisense	MTOR-AS1
ENSG00000224619	processed_transcript	HCG18
ENSG00000198793	protein_coding	MTOR
ENSG00000183248	protein_coding	PRR36
ENSG00000166439	protein_coding	RNF169
ENSG00000168495	protein_coding	POLR3D
ENSG00000166435	protein_coding	XRRA1
ENSG00000166578	protein_coding	IQCD
ENSG00000147127	protein_coding	RAB41
ENSG00000162373	protein_coding	BEND5
ENSG00000186815	protein_coding	TPCN1
ENSG00000184588	protein_coding	PDE4B
ENSG00000143727	protein_coding	ACP1
ENSG00000151353	protein_coding	TMEM18
ENSG00000182165	lincRNA	TP53TG1
ENSG00000269743	protein_coding	SLC25A53
ENSG00000120658	protein_coding	ENOX1
ENSG00000186094	protein_coding	AGBL4
ENSG00000229929	protein_coding	TRIM39
ENSG00000166707	protein_coding	ZCCHC18
ENSG00000168556	protein_coding	ING2
ENSG00000234498	processed_pseudogene	RPL13AP20
ENSG00000123575	protein_coding	FAM199X
ENSG00000177683	protein_coding	THAP5
ENSG00000013588	protein_coding	GPRC5A
ENSG00000156860	protein_coding	FBRS
ENSG00000174080	protein_coding	CTSF
ENSG00000140259	protein_coding	MFAP1
ENSG00000096654	protein_coding	ZNF184
ENSG00000171241	protein_coding	SHCBP1
ENSG00000224940	protein_coding	PRRT4
ENSG00000158290	protein_coding	CUL4B
ENSG00000262686	lincRNA	GLIS2-AS1
ENSG00000126603	protein_coding	GLIS2
ENSG00000240889	antisense	NDUFB2-AS1
ENSG00000133597	protein_coding	ADCK2
ENSG00000226936	protein_coding	B3GALT4
ENSG00000182552	protein_coding	RWDD4
ENSG00000206432	protein_coding	TMEM200C
ENSG00000065618	protein_coding	COL17A1
ENSG00000185022	protein_coding	MAFF
ENSG00000111291	protein_coding	GPRC5D
ENSG00000163491	protein_coding	NEK10
ENSG00000013583	protein_coding	HEBP1
ENSG00000267281	protein_coding	ATF7
ENSG00000170653	protein_coding	ATF7
ENSG00000184381	protein_coding	PLA2G6
ENSG00000111602	protein_coding	TIMELESS
ENSG00000005469	protein_coding	CROT
ENSG00000170962	protein_coding	PDGFD
ENSG00000079387	protein_coding	SENP1
ENSG00000118520	protein_coding	ARG1
ENSG00000242227	transcribed_unprocessed_pseudogene	HLA-L
ENSG00000100997	protein_coding	ABHD12
ENSG00000114650	protein_coding	SCAP
ENSG00000035115	protein_coding	SH3YL1
ENSG00000237248	lincRNA	LINC00987
ENSG00000164136	protein_coding	IL15
ENSG00000232931	lincRNA	LINC00342
ENSG00000121057	protein_coding	AKAP1
ENSG00000104892	protein_coding	KLC3
ENSG00000172273	protein_coding	HINFP
ENSG00000057294	protein_coding	PKP2
ENSG00000152556	protein_coding	PFKM
ENSG00000100994	protein_coding	PYGB
ENSG00000054967	protein_coding	RELT
ENSG00000133067	protein_coding	LGR6
ENSG00000130764	protein_coding	LRRC47
ENSG00000261359	antisense	PYCARD-AS1
ENSG00000206206	protein_coding	DAXX
ENSG00000139574	protein_coding	NPFF
ENSG00000133250	protein_coding	ZNF414
ENSG00000118217	protein_coding	ATF6
ENSG00000068796	protein_coding	KIF2A
ENSG00000145088	protein_coding	EAF2
ENSG00000104884	protein_coding	ERCC2
ENSG00000131148	protein_coding	EMC8
ENSG00000232907	antisense	DLGAP4-AS1
ENSG00000182791	protein_coding	CCDC87
ENSG00000197044	protein_coding	ZNF441
ENSG00000129682	protein_coding	FGF13
ENSG00000186166	protein_coding	CCDC84
ENSG00000128654	protein_coding	MTX2
ENSG00000188690	protein_coding	UROS
ENSG00000101335	protein_coding	MYL9
ENSG00000125844	protein_coding	RRBP1
ENSG00000183072	protein_coding	NKX2-5
ENSG00000188910	protein_coding	GJB3
ENSG00000130023	protein_coding	ERMARD
ENSG00000005448	protein_coding	WDR54
ENSG00000184828	protein_coding	ZBTB7C
ENSG00000180370	protein_coding	PAK2
ENSG00000131143	protein_coding	COX4I1
ENSG00000080845	protein_coding	DLGAP4
ENSG00000173801	protein_coding	JUP
ENSG00000163866	protein_coding	SMIM12
ENSG00000113739	protein_coding	STC2
ENSG00000116161	protein_coding	CACYBP
ENSG00000197530	protein_coding	MIB2
ENSG00000136682	protein_coding	CBWD2
ENSG00000166845	protein_coding	C18orf54
ENSG00000196655	protein_coding	TRAPPC4
ENSG00000169019	protein_coding	COMMD8
ENSG00000133056	protein_coding	PIK3C2B
ENSG00000151690	protein_coding	MFSD6
ENSG00000187513	protein_coding	GJA4
ENSG00000189057	protein_coding	FAM111B
ENSG00000144674	protein_coding	GOLGA4
ENSG00000082438	protein_coding	COBLL1
ENSG00000226031	antisense	FGF13-AS1
ENSG00000163364	lincRNA	LINC01116
ENSG00000120049	protein_coding	KCNIP2
ENSG00000115875	protein_coding	SRSF7
ENSG00000224577	lincRNA	LINC01117
ENSG00000006747	protein_coding	SCIN
ENSG00000197256	protein_coding	KANK2
ENSG00000232549	processed_pseudogene	SRD5A1P1
ENSG00000116198	protein_coding	CEP104
ENSG00000204363	protein_coding	SPANXN5
ENSG00000120333	protein_coding	MRPS14
ENSG00000086189	protein_coding	DIMT1
ENSG00000127022	protein_coding	CANX
ENSG00000162745	protein_coding	OLFML2B
ENSG00000171405	protein_coding	XAGE5
ENSG00000147100	protein_coding	SLC16A2
ENSG00000143442	protein_coding	POGZ
ENSG00000003400	protein_coding	CASP10
ENSG00000118181	protein_coding	RPS25
ENSG00000237523	lincRNA	LINC00857
ENSG00000106819	protein_coding	ASPN
ENSG00000165511	antisense	C10orf25
ENSG00000165512	protein_coding	ZNF22
ENSG00000171863	protein_coding	RPS7
ENSG00000196781	protein_coding	TLE1
ENSG00000188092	protein_coding	GPR89B
ENSG00000158615	protein_coding	PPP1R15B
ENSG00000170144	protein_coding	HNRNPA3
ENSG00000102189	protein_coding	EEA1
ENSG00000077152	protein_coding	UBE2T
ENSG00000137700	protein_coding	SLC37A4
ENSG00000115194	protein_coding	SLC30A3
ENSG00000111737	protein_coding	RAB35
ENSG00000113303	protein_coding	BTNL8
ENSG00000183935	transcribed_processed_pseudogene	HTR7P1
ENSG00000069329	protein_coding	VPS35
ENSG00000086200	protein_coding	IPO11
ENSG00000127080	protein_coding	IPPK
ENSG00000269893	lincRNA	SNHG8
ENSG00000117602	protein_coding	RCAN3
ENSG00000163406	protein_coding	SLC15A2
ENSG00000162688	protein_coding	AGL
ENSG00000188312	protein_coding	CENPP
ENSG00000181045	protein_coding	SLC26A11
ENSG00000163449	protein_coding	TMEM169
ENSG00000145287	protein_coding	PLAC8
ENSG00000149201	protein_coding	CCDC81
ENSG00000106809	protein_coding	OGN
ENSG00000126787	protein_coding	DLGAP5
ENSG00000158473	protein_coding	CD1D
ENSG00000273780	protein_coding	ARHGAP23
ENSG00000115425	protein_coding	PECR
ENSG00000198929	protein_coding	NOS1AP
ENSG00000128915	protein_coding	ICE2
ENSG00000163810	protein_coding	TGM4
ENSG00000136531	protein_coding	SCN2A
ENSG00000126460	protein_coding	PRRG2
ENSG00000180481	protein_coding	GLIPR1L2
ENSG00000106823	protein_coding	ECM2
ENSG00000187024	protein_coding	PTRH1
ENSG00000118242	protein_coding	MREG
ENSG00000239887	protein_coding	C1orf226
ENSG00000142546	protein_coding	NOSIP
ENSG00000256294	protein_coding	ZNF225
ENSG00000186105	protein_coding	LRRC70
ENSG00000127083	protein_coding	OMD
ENSG00000164099	protein_coding	PRSS12
ENSG00000269153	processed_pseudogene	LYPLA2P2
ENSG00000232119	protein_coding	MCTS1
ENSG00000138386	protein_coding	NAB1
ENSG00000171017	protein_coding	LRRC8E
ENSG00000172794	protein_coding	RAB37
ENSG00000111305	protein_coding	GSG1
ENSG00000267680	protein_coding	ZNF224
ENSG00000236196	protein_coding	NFKBIL1
ENSG00000167447	protein_coding	SMG8
ENSG00000131508	protein_coding	UBE2D2
ENSG00000160404	protein_coding	TOR2A
ENSG00000166801	protein_coding	FAM111A
ENSG00000171295	protein_coding	ZNF440
ENSG00000139352	protein_coding	ASCL1
ENSG00000167964	protein_coding	RAB26
ENSG00000228459	lincRNA	LINC01546
ENSG00000068489	protein_coding	PRR11
ENSG00000066084	protein_coding	DIP2B
ENSG00000177363	protein_coding	LRRN4CL
ENSG00000100083	protein_coding	GGA1
ENSG00000198625	protein_coding	MDM4
ENSG00000159479	protein_coding	MED8
ENSG00000077157	protein_coding	PPP1R12B
ENSG00000226009	antisense	KCNIP2-AS1
ENSG00000111615	protein_coding	KRR1
ENSG00000025708	protein_coding	TYMP
ENSG00000124217	protein_coding	MOCS3
ENSG00000182149	protein_coding	IST1
ENSG00000131378	protein_coding	RFTN1
ENSG00000198574	protein_coding	SH2D1B
ENSG00000140416	protein_coding	TPM1
ENSG00000214753	protein_coding	HNRNPUL2
ENSG00000026559	protein_coding	KCNG1
ENSG00000171155	protein_coding	C1GALT1C1
ENSG00000198168	protein_coding	SVIP
ENSG00000280890	lincRNA	ELDR
ENSG00000205309	protein_coding	NT5M
ENSG00000188869	protein_coding	TMC3
ENSG00000162188	protein_coding	GNG3
ENSG00000183943	protein_coding	PRKX
ENSG00000215262	protein_coding	KCNU1
ENSG00000009844	protein_coding	VTA1
ENSG00000115009	protein_coding	CCL20
ENSG00000152332	protein_coding	UHMK1
ENSG00000126709	protein_coding	IFI6
ENSG00000009307	protein_coding	CSDE1
ENSG00000172663	protein_coding	TMEM134
ENSG00000152104	protein_coding	PTPN14
ENSG00000151376	protein_coding	ME3
ENSG00000240970	processed_pseudogene	RPL23AP64
ENSG00000214290	protein_coding	COLCA2
ENSG00000103404	protein_coding	USP31
ENSG00000141527	protein_coding	CARD14
ENSG00000259343	antisense	TMC3-AS1
ENSG00000139278	protein_coding	GLIPR1
ENSG00000153253	protein_coding	SCN3A
ENSG00000141026	protein_coding	MED9
ENSG00000196167	antisense	COLCA1
ENSG00000175544	protein_coding	CABP4
ENSG00000187621	processed_transcript	TCL6
ENSG00000118418	protein_coding	HMGN3
ENSG00000237462	protein_coding	TRIM27
ENSG00000229676	protein_coding	ZNF492
ENSG00000235750	protein_coding	KIAA0040
ENSG00000164742	protein_coding	ADCY1
ENSG00000138600	protein_coding	SPPL2A
ENSG00000163462	protein_coding	TRIM46
ENSG00000154814	protein_coding	OXNAD1
ENSG00000115415	protein_coding	STAT1
ENSG00000102119	protein_coding	EMD
ENSG00000197046	protein_coding	SIGLEC15
ENSG00000083123	protein_coding	BCKDHB
ENSG00000123977	protein_coding	DAW1
ENSG00000172350	protein_coding	ABCG4
ENSG00000116044	protein_coding	NFE2L2
ENSG00000109046	protein_coding	WSB1
ENSG00000145919	protein_coding	BOD1
ENSG00000237335	protein_coding	PFDN6
ENSG00000165898	protein_coding	ISCA2
ENSG00000168778	protein_coding	TCTN2
ENSG00000005471	protein_coding	ABCB4
ENSG00000253686	lincRNA	LINC01484
ENSG00000284862	protein_coding	CCDC39
ENSG00000270362	antisense	HMGN3-AS1
ENSG00000143858	protein_coding	SYT2
ENSG00000171345	protein_coding	KRT19
ENSG00000134202	protein_coding	GSTM3
ENSG00000205937	protein_coding	RNPS1
ENSG00000119655	protein_coding	NPC2
ENSG00000025770	protein_coding	NCAPH2
ENSG00000124225	protein_coding	PMEPA1
ENSG00000105245	protein_coding	NUMBL
ENSG00000117676	protein_coding	RPS6KA1
ENSG00000204221	protein_coding	WDR46
ENSG00000064012	protein_coding	CASP8
ENSG00000135517	protein_coding	MIP
ENSG00000152147	protein_coding	GEMIN6
ENSG00000079246	protein_coding	XRCC5
ENSG00000163463	protein_coding	KRTCAP2
ENSG00000263002	protein_coding	ZNF234
ENSG00000176422	protein_coding	SPRYD4
ENSG00000274145	protein_coding	RILP
ENSG00000142347	protein_coding	MYO1F
ENSG00000135423	protein_coding	GLS2
ENSG00000114416	protein_coding	FXR1
ENSG00000173852	protein_coding	DPY19L1
ENSG00000146373	protein_coding	RNF217
ENSG00000170382	protein_coding	LRRN2
ENSG00000157445	protein_coding	CACNA2D3
ENSG00000164953	protein_coding	TMEM67
ENSG00000214826	unprocessed_pseudogene	DDX12P
ENSG00000145246	protein_coding	ATP10D
ENSG00000159433	protein_coding	STARD9
ENSG00000171119	protein_coding	NRTN
ENSG00000169896	protein_coding	ITGAM
ENSG00000080603	protein_coding	SRCAP
ENSG00000092470	protein_coding	WDR76
ENSG00000117724	protein_coding	CENPF
ENSG00000155957	protein_coding	TMBIM4
ENSG00000109680	protein_coding	TBC1D19
ENSG00000119231	protein_coding	SENP5
ENSG00000081181	protein_coding	ARG2
ENSG00000181523	protein_coding	SGSH
ENSG00000089060	protein_coding	SLC8B1
ENSG00000072042	protein_coding	RDH11
ENSG00000109062	protein_coding	SLC9A3R1
ENSG00000137968	protein_coding	SLC44A5
ENSG00000130489	protein_coding	SCO2
ENSG00000284194	protein_coding	SCO2
ENSG00000156873	protein_coding	PHKG2
ENSG00000159588	protein_coding	CCDC17
ENSG00000275565	protein_coding	ALOX5
ENSG00000185344	protein_coding	ATP6V0A2
ENSG00000181652	protein_coding	ATG9B
ENSG00000235589	protein_coding	ZNF311
ENSG00000089157	protein_coding	RPLP0
ENSG00000115594	protein_coding	IL1R1
ENSG00000054965	protein_coding	FAM168A
ENSG00000177885	protein_coding	GRB2
ENSG00000058729	protein_coding	RIOK2
ENSG00000100938	protein_coding	GMPR2
ENSG00000100568	protein_coding	VTI1B
ENSG00000102984	protein_coding	ZNF821
ENSG00000164867	protein_coding	NOS3
ENSG00000145721	protein_coding	LIX1
ENSG00000153823	protein_coding	PID1
ENSG00000178690	protein_coding	DYNAP
ENSG00000130158	protein_coding	DOCK6
ENSG00000151176	protein_coding	PLBD2
ENSG00000264707	lincRNA	L3MBTL4-AS1
ENSG00000145388	protein_coding	METTL14
ENSG00000187957	protein_coding	DNER
ENSG00000154655	protein_coding	L3MBTL4
ENSG00000268350	protein_coding	FAM156A
ENSG00000115419	protein_coding	GLS
ENSG00000139233	protein_coding	LLPH
ENSG00000100505	protein_coding	TRIM9
ENSG00000103549	protein_coding	RNF40
ENSG00000174928	protein_coding	C3orf33
ENSG00000103522	protein_coding	IL21R
ENSG00000153944	protein_coding	MSI2
ENSG00000225682	protein_coding	DXO
ENSG00000214765	transcribed_unprocessed_pseudogene	SEPT7P2
ENSG00000169359	protein_coding	SLC33A1
ENSG00000041353	protein_coding	RAB27B
ENSG00000138375	protein_coding	SMARCAL1
ENSG00000163607	protein_coding	GTPBP8
ENSG00000171604	protein_coding	CXXC5
ENSG00000204542	protein_coding	C6orf15
ENSG00000110042	protein_coding	DTX4
ENSG00000129757	protein_coding	CDKN1C
ENSG00000205978	protein_coding	NYNRIN
ENSG00000145075	processed_transcript	CCDC39
ENSG00000102125	protein_coding	TAZ
ENSG00000101096	protein_coding	NFATC2
ENSG00000163728	protein_coding	TTC14
ENSG00000148803	protein_coding	FUOM
ENSG00000178234	protein_coding	GALNT11
ENSG00000132434	protein_coding	LANCL2
ENSG00000124678	protein_coding	TCP11
ENSG00000169598	protein_coding	DFFB
ENSG00000100441	protein_coding	KHNYN
ENSG00000095370	protein_coding	SH2D3C
ENSG00000118473	protein_coding	SGIP1
ENSG00000117143	protein_coding	UAP1
ENSG00000141562	protein_coding	NARF
ENSG00000129244	protein_coding	ATP1B2
ENSG00000123572	protein_coding	NRK
ENSG00000197889	protein_coding	MEIG1
ENSG00000114993	protein_coding	RTKN
ENSG00000076984	protein_coding	MAP2K7
ENSG00000161016	protein_coding	RPL8
ENSG00000110628	protein_coding	SLC22A18
ENSG00000143603	protein_coding	KCNN3
ENSG00000100577	protein_coding	GSTZ1
ENSG00000139899	protein_coding	CBLN3
ENSG00000100445	protein_coding	SDR39U1
ENSG00000197756	protein_coding	RPL37A
ENSG00000066827	protein_coding	ZFAT
ENSG00000172840	protein_coding	PDP2
ENSG00000224470	protein_coding	ATXN1L
ENSG00000139289	protein_coding	PHLDA1
ENSG00000173598	protein_coding	NUDT4
ENSG00000163803	protein_coding	PLB1
ENSG00000179088	protein_coding	C12orf42
ENSG00000196659	protein_coding	TTC30B
ENSG00000018510	protein_coding	AGPS
ENSG00000106348	protein_coding	IMPDH1
ENSG00000119242	protein_coding	CCDC92
ENSG00000127884	protein_coding	ECHS1
ENSG00000280734	processed_transcript	LINC01232
ENSG00000164294	protein_coding	GPX8
ENSG00000125304	protein_coding	TM9SF2
ENSG00000139410	protein_coding	SDSL
ENSG00000266074	protein_coding	BAHCC1
ENSG00000140995	protein_coding	DEF8
ENSG00000125820	protein_coding	NKX2-2
ENSG00000100865	protein_coding	CINP
ENSG00000257923	protein_coding	CUX1
ENSG00000133422	protein_coding	MORC2
ENSG00000131653	protein_coding	TRAF7
ENSG00000054118	protein_coding	THRAP3
ENSG00000260001	protein_coding	TGFBR3L
ENSG00000197557	protein_coding	TTC30A
ENSG00000022976	protein_coding	ZNF839
ENSG00000115556	protein_coding	PLCD4
ENSG00000281991	protein_coding	TMEM265
ENSG00000234168	lincRNA	LINC01039
ENSG00000089116	protein_coding	LHX5
ENSG00000113742	protein_coding	CPEB4
ENSG00000168675	protein_coding	LDLRAD4
ENSG00000127952	protein_coding	STYXL1
ENSG00000163554	protein_coding	SPTA1
ENSG00000177889	protein_coding	UBE2N
ENSG00000163832	protein_coding	ELP6
ENSG00000197119	protein_coding	SLC25A29
ENSG00000127311	protein_coding	HELB
ENSG00000232070	protein_coding	TMEM253
ENSG00000162733	protein_coding	DDR2
ENSG00000164651	protein_coding	SP8
ENSG00000167971	protein_coding	CASKIN1
ENSG00000122965	protein_coding	RBM19
ENSG00000165804	protein_coding	ZNF219
ENSG00000219451	processed_pseudogene	RPL23P8
ENSG00000235989	antisense	MORC2-AS1
ENSG00000091651	protein_coding	ORC6
ENSG00000170390	protein_coding	DCLK2
ENSG00000141696	protein_coding	P3H4
ENSG00000133665	protein_coding	DYDC2
ENSG00000155974	protein_coding	GRIP1
ENSG00000100811	protein_coding	YY1
ENSG00000178078	protein_coding	STAP2
ENSG00000189212	transcribed_unprocessed_pseudogene	DPY19L2P1
ENSG00000267690	antisense	LDLRAD4-AS1
ENSG00000178053	protein_coding	MLF1
ENSG00000179195	protein_coding	ZNF664
ENSG00000104976	protein_coding	SNAPC2
ENSG00000155629	protein_coding	PIK3AP1
ENSG00000149260	protein_coding	CAPN5
ENSG00000136011	protein_coding	STAB2
ENSG00000065970	protein_coding	FOXJ2
ENSG00000184194	protein_coding	GPR173
ENSG00000160703	protein_coding	NLRX1
ENSG00000083168	protein_coding	KAT6A
ENSG00000128655	protein_coding	PDE11A
ENSG00000165801	protein_coding	ARHGEF40
ENSG00000109971	protein_coding	HSPA8
ENSG00000236802	protein_coding	B3GALT4
ENSG00000255857	antisense	PXN-AS1
ENSG00000131263	protein_coding	RLIM
ENSG00000273608	protein_coding	SRCIN1
ENSG00000116183	protein_coding	PAPPA2
ENSG00000124145	protein_coding	SDC4
ENSG00000089159	protein_coding	PXN
ENSG00000136636	protein_coding	KCTD3
ENSG00000168538	protein_coding	TRAPPC11
ENSG00000132196	protein_coding	HSD17B7
ENSG00000122729	protein_coding	ACO1
ENSG00000198393	protein_coding	ZNF26
ENSG00000155749	protein_coding	ALS2CR12
ENSG00000198198	protein_coding	SZT2
ENSG00000013563	protein_coding	DNASE1L1
ENSG00000160193	protein_coding	WDR4
ENSG00000029363	protein_coding	BCLAF1
ENSG00000116544	protein_coding	DLGAP3
ENSG00000198015	protein_coding	MRPL42
ENSG00000085982	protein_coding	USP40
ENSG00000284741	protein_coding	PDE11A
ENSG00000122644	protein_coding	ARL4A
ENSG00000114503	protein_coding	NCBP2
ENSG00000110975	protein_coding	SYT10
ENSG00000165795	protein_coding	NDRG2
ENSG00000137707	protein_coding	BTG4
ENSG00000115461	protein_coding	IGFBP5
ENSG00000164342	protein_coding	TLR3
ENSG00000153827	protein_coding	TRIP12
ENSG00000156384	protein_coding	SFR1
ENSG00000067836	protein_coding	ROGDI
ENSG00000139133	protein_coding	ALG10
ENSG00000111696	protein_coding	NT5DC3
ENSG00000231672	lincRNA	DIRC3
ENSG00000155636	protein_coding	RBM45
ENSG00000196954	protein_coding	CASP4
ENSG00000171860	protein_coding	C3AR1
ENSG00000184492	protein_coding	FOXD4L1
ENSG00000124251	protein_coding	TP53TG5
ENSG00000111262	protein_coding	KCNA1
ENSG00000089225	protein_coding	TBX5
ENSG00000244274	protein_coding	DBNDD2
ENSG00000147403	protein_coding	RPL10
ENSG00000140678	protein_coding	ITGAX
ENSG00000143772	protein_coding	ITPKB
