hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,mean_padj,cilow_padj,ciupp_padj,mean_pval,cilow_pval,ciupp_pval,mean_sim,sem_sim
JUN,6204,response to lipopolysaccharide,GO:0032496,biological process,146.0,8.0,4.448e-02,3.587e-02,5.516e-02,2.382e-02,1.541e-02,3.682e-02,8.622e-01,9.404e-03
JUN,6204,negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress,GO:1990441,biological process,146.0,3.0,4.635e-02,2.363e-02,9.091e-02,1.952e-02,3.368e-03,1.132e-01,8.694e-01,3.815e-02
JUN,6204,"positive regulation of DNA-templated transcription, initiation",GO:2000144,biological process,146.0,5.0,4.657e-02,2.405e-02,9.018e-02,2.627e-02,8.574e-03,8.051e-02,8.503e-01,2.671e-02
JUN,6204,"negative regulation of transcription, DNA-templated",GO:0045892,biological process,146.0,41.0,4.669e-02,2.406e-02,9.062e-02,1.338e-02,4.806e-04,3.723e-01,8.771e-01,5.380e-02
JUN,6204,response to cytokine,GO:0034097,biological process,146.0,33.0,4.781e-02,3.008e-02,7.599e-02,3.011e-02,1.485e-02,6.106e-02,8.391e-01,1.687e-02
JUN,6204,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,146.0,62.0,4.807e-02,2.530e-02,9.135e-02,3.238e-02,1.088e-02,9.637e-02,8.300e-01,2.741e-02
JUN,6204,response to cAMP,GO:0051591,biological process,146.0,7.0,4.903e-02,3.196e-02,7.521e-02,3.228e-02,2.346e-02,4.441e-02,8.327e-01,7.611e-03
JUN,6204,response to radiation,GO:0009314,biological process,146.0,6.0,5.106e-02,2.688e-02,9.696e-02,3.215e-02,8.023e-03,1.288e-01,8.280e-01,3.120e-02
JUN,6204,response to mechanical stimulus,GO:0009612,biological process,146.0,10.0,5.131e-02,2.652e-02,9.928e-02,3.542e-02,9.165e-03,1.369e-01,8.188e-01,3.181e-02
JUN,6204,response to drug,GO:0042493,biological process,146.0,78.0,5.255e-02,4.654e-02,5.935e-02,3.407e-02,1.704e-02,6.810e-02,8.266e-01,1.687e-02
JUN,6204,positive regulation of vascular smooth muscle cell proliferation,GO:1904707,biological process,146.0,3.0,5.352e-02,3.206e-02,8.932e-02,4.088e-02,2.023e-02,8.259e-02,8.072e-01,1.815e-02
JUN,6204,positive regulation of apoptotic process,GO:0043065,biological process,146.0,28.0,5.438e-02,4.621e-02,6.399e-02,3.363e-02,1.026e-02,1.102e-01,8.251e-01,2.759e-02
JUN,6204,response to organic substance,GO:0010033,biological process,146.0,59.0,5.445e-02,4.021e-02,7.372e-02,3.946e-02,2.885e-02,5.398e-02,8.121e-01,7.842e-03
JUN,6204,cellular response to cadmium ion,GO:0071276,biological process,146.0,4.0,5.462e-02,4.078e-02,7.316e-02,3.968e-02,3.287e-02,4.789e-02,8.119e-01,4.818e-03
JUN,6204,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,146.0,54.0,5.602e-02,3.272e-02,9.592e-02,3.920e-02,1.208e-02,1.272e-01,8.096e-01,2.885e-02
JUN,6204,cellular response to hormone stimulus,GO:0032870,biological process,146.0,30.0,5.620e-02,3.649e-02,8.657e-02,4.075e-02,1.847e-02,8.990e-02,8.073e-01,1.997e-02
JUN,6204,negative regulation of DNA binding,GO:0043392,biological process,146.0,10.0,5.774e-02,4.401e-02,7.575e-02,4.367e-02,1.943e-02,9.818e-02,7.996e-01,2.089e-02
JUN,6204,regulation of cell cycle,GO:0051726,biological process,146.0,14.0,5.791e-02,3.762e-02,8.916e-02,3.979e-02,1.375e-02,1.152e-01,8.088e-01,2.728e-02
JUN,6204,transforming growth factor beta receptor signaling pathway,GO:0007179,biological process,146.0,11.0,5.974e-02,2.069e-02,1.724e-01,4.460e-02,8.613e-03,2.309e-01,7.920e-01,4.387e-02
JUN,6204,positive regulation by host of viral transcription,GO:0043923,biological process,146.0,4.0,7.128e-02,5.108e-02,9.946e-02,5.970e-02,3.602e-02,9.896e-02,7.649e-01,1.458e-02
JUN,6204,Ras protein signal transduction,GO:0007265,biological process,146.0,12.0,7.972e-02,2.467e-02,2.576e-01,6.691e-02,1.217e-02,3.678e-01,7.438e-01,4.747e-02
JUN,6204,negative regulation by host of viral transcription,GO:0043922,biological process,146.0,4.0,8.178e-02,5.775e-02,1.158e-01,7.519e-02,4.518e-02,1.252e-01,7.367e-01,1.535e-02
JUN,6204,positive regulation of cell differentiation,GO:0045597,biological process,146.0,41.0,1.572e-01,8.059e-02,3.068e-01,1.572e-01,8.059e-02,3.068e-01,6.308e-01,2.494e-02
JUN,6204,nucleus,GO:0005634,cellular component,146.0,151.0,3.678e-02,3.382e-02,3.999e-02,6.478e-03,1.720e-03,2.440e-02,9.429e-01,1.509e-02
JUN,6204,nucleoplasm,GO:0005654,cellular component,146.0,74.0,3.678e-02,3.382e-02,3.999e-02,8.825e-03,2.750e-03,2.832e-02,9.274e-01,1.540e-02
JUN,6204,nuclear chromatin,GO:0000790,cellular component,146.0,14.0,3.752e-02,3.228e-02,4.360e-02,9.982e-03,3.457e-03,2.883e-02,9.222e-01,1.269e-02
JUN,6204,nuclear euchromatin,GO:0005719,cellular component,146.0,4.0,4.043e-02,3.648e-02,4.480e-02,1.624e-02,4.515e-03,5.842e-02,8.878e-01,2.296e-02
JUN,6204,transcription factor AP-1 complex,GO:0035976,cellular component,146.0,5.0,4.932e-02,2.286e-02,1.064e-01,3.099e-02,6.898e-03,1.393e-01,8.308e-01,3.626e-02
JUN,6204,transcription factor complex,GO:0005667,cellular component,146.0,9.0,5.058e-02,2.626e-02,9.740e-02,3.475e-02,1.158e-02,1.043e-01,8.227e-01,2.839e-02
JUN,6204,identical protein binding,GO:0042802,molecular function,146.0,20.0,3.678e-02,3.382e-02,3.999e-02,4.045e-03,2.662e-03,6.145e-03,9.647e-01,4.297e-03
JUN,6204,protein homodimerization activity,GO:0042803,molecular function,146.0,15.0,3.678e-02,3.382e-02,3.999e-02,5.306e-03,3.176e-03,8.866e-03,9.533e-01,5.298e-03
JUN,6204,transcription factor binding,GO:0008134,molecular function,146.0,19.0,3.678e-02,3.382e-02,3.999e-02,5.741e-03,1.788e-03,1.843e-02,9.489e-01,1.259e-02
JUN,6204,protein binding,GO:0005515,molecular function,146.0,332.0,3.678e-02,3.382e-02,3.999e-02,7.935e-03,2.765e-03,2.277e-02,9.337e-01,1.314e-02
JUN,6204,protein heterodimerization activity,GO:0046982,molecular function,146.0,6.0,3.752e-02,3.228e-02,4.360e-02,3.529e-03,6.338e-04,1.965e-02,9.635e-01,1.421e-02
JUN,6204,transcription coactivator activity,GO:0003713,molecular function,146.0,8.0,4.088e-02,2.899e-02,5.763e-02,9.965e-03,2.878e-03,3.450e-02,9.214e-01,1.485e-02
JUN,6204,DNA-binding transcription factor activity,GO:0003700,molecular function,146.0,18.0,4.088e-02,2.899e-02,5.763e-02,1.225e-02,3.093e-03,4.850e-02,9.074e-01,1.944e-02
JUN,6204,ubiquitin-like protein ligase binding,GO:0044389,molecular function,146.0,5.0,4.170e-02,2.996e-02,5.804e-02,1.130e-02,5.068e-03,2.518e-02,9.157e-01,1.163e-02
JUN,6204,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,146.0,10.0,4.170e-02,2.996e-02,5.804e-02,1.329e-02,5.295e-03,3.333e-02,9.049e-01,1.463e-02
JUN,6204,R-SMAD binding,GO:0070412,molecular function,146.0,3.0,4.170e-02,2.996e-02,5.804e-02,1.362e-02,5.687e-03,3.262e-02,9.040e-01,1.266e-02
JUN,6204,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228,molecular function,146.0,7.0,4.170e-02,2.996e-02,5.804e-02,1.758e-02,1.277e-02,2.419e-02,8.886e-01,5.778e-03
JUN,6204,cAMP response element binding,GO:0035497,molecular function,146.0,2.0,4.224e-02,2.915e-02,6.120e-02,1.399e-02,4.403e-03,4.443e-02,8.998e-01,1.944e-02
JUN,6204,ubiquitin protein ligase binding,GO:0031625,molecular function,146.0,4.0,4.224e-02,2.915e-02,6.120e-02,1.876e-02,8.503e-03,4.139e-02,8.808e-01,1.504e-02
JUN,6204,RNA polymerase II distal enhancer sequence-specific DNA binding,GO:0000980,molecular function,146.0,4.0,4.368e-02,3.092e-02,6.170e-02,2.363e-02,1.917e-02,2.913e-02,8.634e-01,4.720e-03
JUN,6204,RNA polymerase II proximal promoter sequence-specific DNA binding,GO:0000978,molecular function,146.0,25.0,4.511e-02,2.516e-02,8.086e-02,1.989e-02,6.420e-03,6.162e-02,8.742e-01,2.414e-02
JUN,6204,transcription regulatory region sequence-specific DNA binding,GO:0000976,molecular function,146.0,11.0,4.517e-02,2.844e-02,7.173e-02,2.488e-02,1.066e-02,5.807e-02,8.558e-01,1.790e-02
JUN,6204,RNA polymerase II activating transcription factor binding,GO:0001102,molecular function,146.0,5.0,4.523e-02,2.500e-02,8.185e-02,2.313e-02,7.870e-03,6.796e-02,8.619e-01,2.463e-02
JUN,6204,transcription regulatory region DNA binding,GO:0044212,molecular function,146.0,24.0,4.620e-02,2.595e-02,8.225e-02,2.475e-02,8.877e-03,6.900e-02,8.559e-01,2.287e-02
JUN,6204,RNA binding,GO:0003723,molecular function,146.0,63.0,4.652e-02,2.730e-02,7.927e-02,2.285e-02,2.969e-03,1.759e-01,8.517e-01,3.927e-02
JUN,6204,enzyme binding,GO:0019899,molecular function,146.0,33.0,5.771e-02,2.632e-02,1.265e-01,4.571e-02,1.483e-02,1.408e-01,7.934e-01,3.052e-02
JUN,6204,GTPase activator activity,GO:0005096,molecular function,146.0,6.0,8.524e-02,7.323e-02,9.922e-02,8.049e-02,7.096e-02,9.131e-02,7.288e-01,3.808e-03
SOX12,11198,"regulation of transcription, DNA-templated",GO:0006355,biological process,9.0,36.0,6.285e-02,3.303e-02,1.196e-01,1.150e-02,2.535e-03,5.216e-02,9.094e-01,2.335e-02
SOX12,11198,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,9.0,62.0,7.161e-02,3.759e-02,1.364e-01,4.111e-02,1.923e-02,8.790e-02,8.064e-01,1.991e-02
SOX12,11198,cell differentiation,GO:0030154,biological process,9.0,83.0,7.832e-02,3.606e-02,1.701e-01,5.471e-02,9.272e-03,3.228e-01,7.677e-01,4.684e-02
SOX12,11198,cell fate commitment,GO:0045165,biological process,9.0,37.0,8.717e-02,2.841e-02,2.675e-01,8.266e-02,2.633e-02,2.595e-01,7.208e-01,3.711e-02
SOX12,11198,nuclear transcription factor complex,GO:0044798,cellular component,9.0,9.0,7.116e-02,3.872e-02,1.308e-01,4.408e-02,2.345e-02,8.286e-02,7.993e-01,1.668e-02
SOX12,11198,nucleus,GO:0005634,cellular component,9.0,151.0,7.340e-02,3.758e-02,1.434e-01,5.600e-02,2.799e-02,1.120e-01,7.721e-01,1.919e-02
SOX12,11198,nucleoplasm,GO:0005654,cellular component,9.0,74.0,7.340e-02,3.758e-02,1.434e-01,5.595e-02,1.899e-02,1.648e-01,7.701e-01,2.897e-02
SOX12,11198,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,9.0,10.0,6.518e-02,3.820e-02,1.112e-01,1.874e-02,1.379e-02,2.548e-02,8.835e-01,5.963e-03
ZNF518A,29009,nucleus,GO:0005634,cellular component,2.0,151.0,3.748e-02,2.562e-02,5.482e-02,3.748e-02,2.562e-02,5.482e-02,8.174e-01,9.244e-03
DTX3,24457,protein binding,GO:0005515,molecular function,2.0,332.0,5.324e-02,4.532e-02,6.255e-02,5.324e-02,4.532e-02,6.255e-02,7.789e-01,4.419e-03
SUZ12,17101,negative regulation of cell differentiation,GO:0045596,biological process,21.0,44.0,3.607e-01,1.232e-01,1.056e+00,3.607e-01,1.232e-01,1.056e+00,4.500e-01,7.065e-02
SUZ12,17101,nucleolus,GO:0005730,cellular component,21.0,41.0,4.532e-02,1.644e-02,1.250e-01,1.654e-02,7.937e-03,3.447e-02,8.910e-01,1.256e-02
SUZ12,17101,nucleus,GO:0005634,cellular component,21.0,151.0,4.532e-02,1.644e-02,1.250e-01,2.041e-02,9.620e-03,4.332e-02,8.741e-01,1.486e-02
SUZ12,17101,nuclear body,GO:0016604,cellular component,21.0,30.0,4.532e-02,1.644e-02,1.250e-01,2.202e-02,9.862e-03,4.916e-02,8.679e-01,1.784e-02
SUZ12,17101,ESC/E(Z) complex,GO:0035098,cellular component,21.0,3.0,4.532e-02,1.644e-02,1.250e-01,3.317e-02,1.513e-02,7.272e-02,8.289e-01,1.939e-02
SUZ12,17101,RSC-type complex,GO:0016586,cellular component,21.0,2.0,5.212e-02,1.595e-02,1.703e-01,4.024e-02,1.266e-02,1.279e-01,8.071e-01,2.940e-02
SUZ12,17101,chromatin DNA binding,GO:0031490,molecular function,21.0,6.0,4.532e-02,1.644e-02,1.250e-01,7.491e-03,3.324e-03,1.688e-02,9.375e-01,8.797e-03
SUZ12,17101,methylated histone binding,GO:0035064,molecular function,21.0,8.0,4.532e-02,1.644e-02,1.250e-01,2.338e-02,5.923e-03,9.232e-02,8.585e-01,3.190e-02
SUZ12,17101,protein binding,GO:0005515,molecular function,21.0,332.0,4.532e-02,1.644e-02,1.250e-01,2.771e-02,1.173e-02,6.547e-02,8.462e-01,1.900e-02
SUZ12,17101,histone methyltransferase activity (H3-K27 specific),GO:0046976,molecular function,21.0,2.0,4.992e-02,1.379e-02,1.807e-01,3.920e-02,8.492e-03,1.810e-01,8.073e-01,3.977e-02
SUZ12,17101,histone methyltransferase activity,GO:0042054,molecular function,21.0,5.0,4.992e-02,1.379e-02,1.807e-01,4.367e-02,1.211e-02,1.574e-01,7.974e-01,3.444e-02
AURKB,11390,mitotic spindle organization,GO:0007052,biological process,72.0,12.0,4.309e-02,2.925e-02,6.350e-02,1.141e-02,5.883e-03,2.212e-02,9.163e-01,8.536e-03
AURKB,11390,mitotic spindle midzone assembly,GO:0051256,biological process,72.0,6.0,4.309e-02,2.925e-02,6.350e-02,1.209e-02,4.180e-03,3.499e-02,9.106e-01,1.446e-02
AURKB,11390,protein phosphorylation,GO:0006468,biological process,72.0,33.0,4.309e-02,2.925e-02,6.350e-02,1.434e-02,9.578e-03,2.146e-02,9.029e-01,6.239e-03
AURKB,11390,spindle organization,GO:0007051,biological process,72.0,10.0,4.536e-02,2.758e-02,7.459e-02,2.404e-02,1.049e-02,5.510e-02,8.597e-01,1.790e-02
AURKB,11390,positive regulation of telomere maintenance via telomerase,GO:0032212,biological process,72.0,6.0,4.566e-02,2.665e-02,7.825e-02,2.479e-02,1.387e-02,4.433e-02,8.585e-01,1.340e-02
AURKB,11390,positive regulation of telomerase activity,GO:0051973,biological process,72.0,7.0,4.598e-02,2.679e-02,7.891e-02,3.021e-02,1.442e-02,6.333e-02,8.386e-01,1.741e-02
AURKB,11390,positive regulation of cytokinesis,GO:0032467,biological process,72.0,16.0,4.640e-02,2.653e-02,8.115e-02,3.576e-02,1.372e-02,9.323e-02,8.207e-01,2.379e-02
AURKB,11390,regulation of cytokinesis,GO:0032465,biological process,72.0,12.0,4.943e-02,3.026e-02,8.075e-02,3.484e-02,1.937e-02,6.267e-02,8.246e-01,1.458e-02
AURKB,11390,cellular response to UV,GO:0034644,biological process,72.0,12.0,5.078e-02,3.860e-02,6.681e-02,3.137e-02,1.738e-02,5.664e-02,8.357e-01,1.391e-02
AURKB,11390,positive regulation of telomere capping,GO:1904355,biological process,72.0,5.0,5.251e-02,4.098e-02,6.730e-02,3.720e-02,1.960e-02,7.062e-02,8.176e-01,1.588e-02
AURKB,11390,negative regulation of protein binding,GO:0032091,biological process,72.0,14.0,5.481e-02,3.704e-02,8.111e-02,3.339e-02,9.595e-03,1.162e-01,8.258e-01,2.970e-02
AURKB,11390,cleavage furrow formation,GO:0036089,biological process,72.0,4.0,6.701e-02,5.050e-02,8.892e-02,4.854e-02,1.777e-02,1.326e-01,7.873e-01,2.632e-02
AURKB,11390,protein localization to kinetochore,GO:0034501,biological process,72.0,8.0,7.620e-02,4.715e-02,1.231e-01,6.811e-02,3.379e-02,1.373e-01,7.483e-01,2.040e-02
AURKB,11390,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,72.0,54.0,9.528e-02,5.684e-02,1.597e-01,9.195e-02,5.115e-02,1.653e-01,7.100e-01,1.895e-02
AURKB,11390,negative regulation of B cell apoptotic process,GO:0002903,biological process,72.0,6.0,9.717e-02,4.093e-02,2.306e-01,9.488e-02,3.709e-02,2.427e-01,7.038e-01,3.027e-02
AURKB,11390,spindle pole centrosome,GO:0031616,cellular component,72.0,3.0,4.309e-02,2.925e-02,6.350e-02,6.898e-03,3.085e-03,1.542e-02,9.413e-01,9.033e-03
AURKB,11390,"condensed chromosome, centromeric region",GO:0000779,cellular component,72.0,4.0,4.309e-02,2.925e-02,6.350e-02,1.034e-02,5.577e-03,1.916e-02,9.215e-01,8.274e-03
AURKB,11390,"condensed nuclear chromosome, centromeric region",GO:0000780,cellular component,72.0,2.0,4.309e-02,2.925e-02,6.350e-02,1.063e-02,5.116e-03,2.209e-02,9.199e-01,9.082e-03
AURKB,11390,spindle microtubule,GO:0005876,cellular component,72.0,11.0,4.309e-02,2.925e-02,6.350e-02,1.741e-02,1.639e-02,1.849e-02,8.896e-01,1.121e-03
AURKB,11390,chromosome passenger complex,GO:0032133,cellular component,72.0,4.0,4.493e-02,2.744e-02,7.356e-02,2.084e-02,1.301e-02,3.338e-02,8.740e-01,1.027e-02
AURKB,11390,midbody,GO:0030496,cellular component,72.0,26.0,4.500e-02,2.736e-02,7.403e-02,1.613e-02,3.058e-03,8.508e-02,8.846e-01,2.630e-02
AURKB,11390,nucleus,GO:0005634,cellular component,72.0,151.0,4.566e-02,2.665e-02,7.825e-02,2.730e-02,9.952e-03,7.488e-02,8.469e-01,2.363e-02
AURKB,11390,nucleoplasm,GO:0005654,cellular component,72.0,74.0,4.598e-02,2.679e-02,7.891e-02,2.647e-02,7.181e-03,9.754e-02,8.470e-01,2.790e-02
AURKB,11390,spindle midzone,GO:0051233,cellular component,72.0,8.0,4.769e-02,2.500e-02,9.097e-02,3.064e-02,7.787e-03,1.206e-01,8.333e-01,3.324e-02
AURKB,11390,kinetochore,GO:0000776,cellular component,72.0,13.0,5.371e-02,4.225e-02,6.827e-02,4.382e-02,3.301e-02,5.818e-02,8.008e-01,7.553e-03
AURKB,11390,kinase binding,GO:0019900,molecular function,72.0,7.0,4.309e-02,2.925e-02,6.350e-02,5.456e-03,6.921e-04,4.301e-02,9.457e-01,2.444e-02
AURKB,11390,histone serine kinase activity,GO:0035174,molecular function,72.0,10.0,4.421e-02,3.265e-02,5.986e-02,1.683e-02,7.447e-03,3.803e-02,8.892e-01,1.564e-02
AURKB,11390,protein serine/threonine kinase activity,GO:0004674,molecular function,72.0,34.0,4.609e-02,3.043e-02,6.982e-02,2.145e-02,1.354e-02,3.400e-02,8.712e-01,9.404e-03
AURKB,11390,protein binding,GO:0005515,molecular function,72.0,332.0,4.628e-02,2.648e-02,8.089e-02,3.208e-02,1.132e-02,9.086e-02,8.310e-01,2.557e-02
TMEM107,28128,non-motile cilium assembly,GO:1905515,biological process,7.0,3.0,2.196e-02,3.936e-03,1.225e-01,6.633e-03,1.375e-03,3.200e-02,9.401e-01,1.880e-02
TMEM107,28128,protein localization to ciliary transition zone,GO:1904491,biological process,7.0,3.0,2.442e-02,3.053e-03,1.954e-01,1.015e-02,3.661e-04,2.816e-01,8.930e-01,5.681e-02
TMEM107,28128,cilium assembly,GO:0060271,biological process,7.0,12.0,3.407e-02,1.193e-02,9.730e-02,1.803e-02,1.162e-02,2.797e-02,8.862e-01,7.941e-03
TMEM107,28128,MKS complex,GO:0036038,cellular component,7.0,2.0,2.442e-02,3.053e-03,1.954e-01,1.275e-02,7.124e-04,2.283e-01,8.840e-01,5.561e-02
TMEM107,28128,ciliary transition zone,GO:0035869,cellular component,7.0,5.0,5.634e-02,2.700e-02,1.175e-01,4.989e-02,1.957e-02,1.272e-01,7.845e-01,2.636e-02
TMEM107,28128,protein binding,GO:0005515,molecular function,7.0,332.0,7.768e-02,5.004e-02,1.206e-01,7.110e-02,4.468e-02,1.131e-01,7.438e-01,1.418e-02
C10orf67,28716,,,,nan,nan,,,,,,,,
LBX2,15525,,,,nan,nan,,,,,,,,
DNHD1,26532,microtubule-based movement,GO:0007018,biological process,8.0,21.0,4.248e-02,1.802e-02,1.001e-01,2.817e-02,9.641e-03,8.230e-02,8.433e-01,2.477e-02
DNHD1,26532,extracellular exosome,GO:0070062,cellular component,8.0,33.0,4.557e-02,2.210e-02,9.397e-02,3.944e-02,1.715e-02,9.069e-02,8.108e-01,2.114e-02
DNHD1,26532,dynein complex,GO:0030286,cellular component,8.0,5.0,8.508e-02,2.482e-02,2.917e-01,8.160e-02,2.068e-02,3.220e-01,7.212e-01,4.107e-02
DNHD1,26532,dynein light intermediate chain binding,GO:0051959,molecular function,8.0,3.0,3.381e-02,1.152e-02,9.924e-02,9.490e-03,2.321e-03,3.880e-02,9.220e-01,1.880e-02
DNHD1,26532,dynein light chain binding,GO:0045503,molecular function,8.0,2.0,3.381e-02,1.152e-02,9.924e-02,1.631e-02,3.994e-03,6.658e-02,8.865e-01,2.666e-02
DNHD1,26532,dynein intermediate chain binding,GO:0045505,molecular function,8.0,2.0,3.381e-02,1.152e-02,9.924e-02,1.735e-02,5.126e-03,5.871e-02,8.838e-01,2.372e-02
DNHD1,26532,"ATP-dependent microtubule motor activity, minus-end-directed",GO:0008569,molecular function,8.0,2.0,3.574e-02,1.265e-02,1.010e-01,2.235e-02,8.292e-03,6.024e-02,8.642e-01,1.968e-02
TMEM86B,28448,ether lipid metabolic process,GO:0046485,biological process,8.0,4.0,1.822e-01,3.709e-02,8.948e-01,1.730e-01,3.234e-02,9.252e-01,5.957e-01,7.795e-02
TMEM86B,28448,membrane,GO:0016020,cellular component,8.0,53.0,1.450e-01,6.164e-02,3.413e-01,7.806e-02,4.169e-02,1.462e-01,7.314e-01,1.884e-02
TMEM86B,28448,cytoplasm,GO:0005737,cellular component,8.0,69.0,1.450e-01,6.164e-02,3.413e-01,9.025e-02,4.993e-02,1.631e-01,7.125e-01,1.952e-02
TMEM86B,28448,protein binding,GO:0005515,molecular function,8.0,332.0,1.450e-01,6.164e-02,3.413e-01,1.035e-01,5.174e-02,2.070e-01,6.933e-01,2.288e-02
TMEM86B,28448,alkenylglycerophosphocholine hydrolase activity,GO:0047408,molecular function,8.0,2.0,1.769e-01,3.967e-02,7.890e-01,1.567e-01,4.023e-02,6.104e-01,6.212e-01,5.837e-02
TMEM86B,28448,alkenylglycerophosphoethanolamine hydrolase activity,GO:0047409,molecular function,8.0,2.0,1.769e-01,3.967e-02,7.890e-01,1.595e-01,4.182e-02,6.081e-01,6.185e-01,5.766e-02
CCDC66,27709,microtubule bundle formation,GO:0001578,biological process,12.0,6.0,1.111e-01,4.360e-02,2.831e-01,4.812e-02,1.357e-02,1.706e-01,7.866e-01,3.339e-02
CCDC66,27709,cilium assembly,GO:0060271,biological process,12.0,12.0,1.215e-01,4.113e-02,3.588e-01,7.901e-02,1.403e-02,4.450e-01,7.216e-01,5.138e-02
CCDC66,27709,regulation of protein localization to cilium,GO:1903564,biological process,12.0,5.0,2.567e-01,6.671e-02,9.881e-01,2.362e-01,5.222e-02,1.068e+00,5.367e-01,8.288e-02
CCDC66,27709,centrosome,GO:0005813,cellular component,12.0,31.0,1.111e-01,4.360e-02,2.831e-01,3.299e-02,1.842e-02,5.906e-02,8.305e-01,1.397e-02
CCDC66,27709,microtubule,GO:0005874,cellular component,12.0,22.0,1.111e-01,4.360e-02,2.831e-01,3.849e-02,2.575e-02,5.755e-02,8.145e-01,1.014e-02
CCDC66,27709,ciliary basal body,GO:0036064,cellular component,12.0,12.0,1.111e-01,4.360e-02,2.831e-01,5.410e-02,2.039e-02,1.435e-01,7.747e-01,2.637e-02
CCDC66,27709,cilium,GO:0005929,cellular component,12.0,6.0,1.196e-01,4.141e-02,3.455e-01,6.221e-02,2.479e-02,1.561e-01,7.586e-01,2.705e-02
CCDC66,27709,centriolar satellite,GO:0034451,cellular component,12.0,4.0,1.661e-01,8.792e-02,3.136e-01,1.412e-01,6.009e-02,3.319e-01,6.467e-01,3.055e-02
CCDC66,27709,photoreceptor inner segment,GO:0001917,cellular component,12.0,2.0,1.684e-01,9.317e-02,3.045e-01,1.521e-01,7.388e-02,3.132e-01,6.358e-01,2.680e-02
CCDC66,27709,microtubule binding,GO:0008017,molecular function,12.0,22.0,1.111e-01,4.360e-02,2.831e-01,4.142e-02,3.622e-02,4.737e-02,8.072e-01,3.632e-03
CCDC66,27709,protein binding,GO:0005515,molecular function,12.0,332.0,1.849e-01,1.321e-01,2.588e-01,1.698e-01,1.316e-01,2.191e-01,6.202e-01,9.978e-03
FRAT2,16048,cytoplasm,GO:0005737,cellular component,3.0,69.0,6.057e-02,5.348e-02,6.859e-02,6.057e-02,5.348e-02,6.859e-02,7.640e-01,3.566e-03
ZNF678,28652,,,,nan,nan,,,,,,,,
ZBTB20,13503,nucleoplasm,GO:0005654,cellular component,5.0,74.0,3.143e-02,1.375e-02,7.188e-02,2.583e-02,1.001e-02,6.664e-02,8.525e-01,2.199e-02
ZBTB20,13503,nucleus,GO:0005634,cellular component,5.0,151.0,3.143e-02,1.375e-02,7.188e-02,2.656e-02,1.302e-02,5.417e-02,8.513e-01,1.658e-02
ZBTB20,13503,nuclear body,GO:0016604,cellular component,5.0,30.0,3.182e-02,1.374e-02,7.372e-02,2.656e-02,1.183e-02,5.963e-02,8.503e-01,1.789e-02
UBE2E2,12478,protein K11-linked ubiquitination,GO:0070979,biological process,16.0,3.0,2.445e-02,9.973e-03,5.995e-02,7.695e-03,1.957e-03,3.026e-02,9.344e-01,1.584e-02
UBE2E2,12478,protein K48-linked ubiquitination,GO:0070936,biological process,16.0,4.0,2.445e-02,9.973e-03,5.995e-02,8.719e-03,3.909e-03,1.944e-02,9.301e-01,1.007e-02
UBE2E2,12478,ISG15-protein conjugation,GO:0032020,biological process,16.0,2.0,2.445e-02,9.973e-03,5.995e-02,9.734e-03,3.964e-03,2.390e-02,9.237e-01,1.211e-02
UBE2E2,12478,protein K63-linked ubiquitination,GO:0070534,biological process,16.0,3.0,2.482e-02,9.935e-03,6.199e-02,1.451e-02,4.833e-03,4.358e-02,8.977e-01,1.772e-02
UBE2E2,12478,positive regulation of G1/S transition of mitotic cell cycle,GO:1900087,biological process,16.0,7.0,3.548e-02,7.611e-03,1.654e-01,2.812e-02,3.252e-03,2.432e-01,8.317e-01,4.346e-02
UBE2E2,12478,cellular response to DNA damage stimulus,GO:0006974,biological process,16.0,20.0,4.644e-02,2.759e-02,7.817e-02,3.910e-02,1.555e-02,9.828e-02,8.112e-01,2.288e-02
UBE2E2,12478,ubiquitin conjugating enzyme activity,GO:0061631,molecular function,16.0,5.0,2.558e-02,9.392e-03,6.969e-02,1.637e-02,4.659e-03,5.754e-02,8.874e-01,2.273e-02
UBE2E2,12478,ubiquitin-protein transferase activity,GO:0004842,molecular function,16.0,11.0,2.856e-02,1.938e-02,4.208e-02,1.425e-02,4.441e-03,4.575e-02,8.986e-01,1.811e-02
UBE2E2,12478,ISG15 transferase activity,GO:0042296,molecular function,16.0,4.0,3.197e-02,1.758e-02,5.811e-02,2.544e-02,1.162e-02,5.572e-02,8.553e-01,1.842e-02
UBE2E2,12478,protein binding,GO:0005515,molecular function,16.0,332.0,4.037e-02,1.757e-02,9.275e-02,2.844e-02,6.921e-03,1.168e-01,8.408e-01,3.513e-02
B4GALNT4,26315,,,,nan,nan,,,,,,,,
FBXL6,13603,,,,nan,nan,,,,,,,,
