well,well_plate,Antibody,Gene,ENSG,U-2 OS (tpm),Gene desc,Results_final_update,Compartment
D03,D03_55335984,HPA043768,HEPN1,ENSG00000221932,0.01,"hepatocellular carcinoma, down-regulated 1",ccd,Cell
E03,E03_55335984,HPA043785,SLC38A9,ENSG00000177058,12.11,"solute carrier family 38, member 9",negative,not found in excel lookup
F03,F03_55335984,HPA043803,PCBP1,ENSG00000169564,327.55,poly(rC) binding protein 1,notccd,Cell
G03,G03_55335984,HPA043811,BCO1,ENSG00000135697,0.03,beta-carotene oxygenase 1,no variation,not found in excel lookup
H03,H03_55335984,HPA043848,ZBTB22,ENSG00000236104,5.85,zinc finger and BTB domain containing 22,notccd,Nucleus
A04,A04_55335984,HPA043870,JAK2,ENSG00000096968,3.09,Janus kinase 2,notccd,Cell
B04,B04_55335984,HPA043888,HADH,ENSG00000138796,21.54,hydroxyacyl-CoA dehydrogenase,notccd,Cell
C04,C04_55335984,HPA043912,RACGAP1,ENSG00000161800,129.1,Rac GTPase activating protein 1,ccd,nucleus
D04,D04_55335984,HPA043989,PPP6R1,ENSG00000105063,52.18,"protein phosphatase 6, regulatory subunit 1",negative,not found in excel lookup
E04,E04_55335984,HPA044005,WWC2,ENSG00000151718,40.47,WW and C2 domain containing 2,notccd,Cell
F04,F04_55335984,HPA044144,WDPCP,ENSG00000143951,9.25,WD repeat containing planar cell polarity effector,ccd,Cell
G04,G04_55335984,HPA044186,NUDT16L1,ENSG00000168101,26.38,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1,notccd,Cell
H04,H04_55335984,HPA044241,PRMT7,ENSG00000132600,20.25,protein arginine methyltransferase 7,ccd,nucleus
A05,A05_55335984,HPA044254,GTF2IRD1,ENSG00000006704,18.87,GTF2I repeat domain containing 1,ccd,Cell
B05,B05_55335984,HPA044257,LBX2,ENSG00000179528,6.93,ladybird homeobox 2,ccd,not found in excel lookup
C05,C05_55335984,HPA044337,TSPAN8,ENSG00000127324,0.95,tetraspanin 8,no variation,not found in excel lookup
D05,D05_55335984,HPA044340,SURF2,ENSG00000148291,21.18,surfeit 2,notccd,Nucleus
E05,E05_55335984,HPA044356,UAP1L1,ENSG00000197355,9.15,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1,notccd,Cell
F05,F05_55335984,HPA044400,PMS2,ENSG00000122512,22.23,"PMS1 homolog 2, mismatch repair system component",notccd,Nucleus
G05,G05_55335984,HPA044404,CASD1,ENSG00000127995,16.22,CAS1 domain containing 1,ccd,nucleus
H05,H05_55335984,HPA044408,ZNF652,ENSG00000198740,5.17,zinc finger protein 652,notccd,Nucleus
A06,A06_55335984,HPA044505,PIK3R5,ENSG00000141506,0.04,"phosphoinositide-3-kinase, regulatory subunit 5",notccd,Cytosol
B06,B06_55335984,HPA044515,LRIF1,ENSG00000121931,1.1,ligand dependent nuclear receptor interacting factor 1,no variation,not found in excel lookup
C06,C06_55335984,HPA044560,TRAM1L1,ENSG00000174599,5.12,translocation associated membrane protein 1-like 1,no variation,not found in excel lookup
D06,D06_55335984,HPA044605,SPOCK2,ENSG00000107742,0.33,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2",notccd,Nucleus
E06,E06_55335984,HPA044678,ESRRG,ENSG00000196482,0.21,estrogen-related receptor gamma,notccd,Nucleus
F06,F06_55335984,HPA044683,CERS6,ENSG00000172292,17.47,ceramide synthase 6,notccd,Nucleus
G06,G06_55335984,HPA044697,UTP15,ENSG00000164338,22.94,"UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)",notccd,Cell
H06,H06_55335984,HPA044855,HKR1,ENSG00000181666,14.32,"HKR1, GLI-Kruppel zinc finger family member",notccd,Cell
A07,A07_55335984,HPA044889,TMEM2,ENSG00000135048,32.18,transmembrane protein 2,no variation,not found in excel lookup
B07,B07_55335984,HPA044938,RHOQ,ENSG00000119729,101.1,ras homolog family member Q,notccd,Cell
C07,C07_55335984,HPA044956,LZTS2,ENSG00000107816,45.14,"leucine zipper, putative tumor suppressor 2",notccd,Cell
D07,D07_55335984,HPA045064,PTGES,ENSG00000148344,0.45,prostaglandin E synthase,no variation,not found in excel lookup
E07,E07_55335984,HPA045071,THOC3,ENSG00000051596,42.98,THO complex 3,notccd,Nucleus
F07,F07_55335984,HPA045141,MCM8,ENSG00000125885,46.09,minichromosome maintenance 8 homologous recombination repair factor,no variation,not found in excel lookup
G07,G07_55335984,HPA045198,RAD51C,ENSG00000108384,104.52,RAD51 paralog C,no variation,not found in excel lookup
H07,H07_55335984,HPA045223,CYP2D6,ENSG00000100197,0.74,"cytochrome P450, family 2, subfamily D, polypeptide 6",notccd,Cell
A08,A08_55335984,HPA045278,UBXN2B,ENSG00000215114,13.95,UBX domain protein 2B,notccd,Nucleus
B08,B08_55335984,HPA045427,TRAPPC11,ENSG00000168538,12.56,trafficking protein particle complex 11,ccd,Nucleus
C08,C08_55335984,HPA045429,CDK18,ENSG00000117266,8.61,cyclin-dependent kinase 18,notccd,Cell
D08,D08_55335984,HPA045471,MARVELD3,ENSG00000140832,0.47,MARVEL domain containing 3,notccd,Cell
E08,E08_55335984,HPA045480,SIPA1L3,ENSG00000105738,5.78,signal-induced proliferation-associated 1 like 3,notccd,Nucleus
F08,F08_55335984,HPA045496,DNTTIP1,ENSG00000101457,42.04,"deoxynucleotidyltransferase, terminal, interacting protein 1",notccd,Nucleus
G08,G08_55335984,HPA045502,NF1,ENSG00000196712,23.65,neurofibromin 1,notccd,Cell
H08,H08_55335984,HPA045526,NXNL2,ENSG00000130045,3.09,nucleoredoxin-like 2,notccd,Cytosol
A09,A09_55335984,HPA045607,NOVA2,ENSG00000104967,6.58,neuro-oncological ventral antigen 2,notccd,Nucleus
B09,B09_55335984,HPA045610,ELAVL3,ENSG00000196361,0.12,ELAV like neuron-specific RNA binding protein 3,notccd,Cell
C09,C09_55335984,HPA045646,EN2,ENSG00000164778,0.97,engrailed homeobox 2,notccd,Nucleus
D09,D09_55335984,HPA045709,SLC25A3,ENSG00000075415,375.15,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",no variation,not found in excel lookup
E09,E09_55335984,HPA045796,DPH2,ENSG00000132768,38.14,DPH2 homolog,ccd,nucleus
F09,F09_55335984,HPA045837,PNRC2,ENSG00000189266,85.93,proline-rich nuclear receptor coactivator 2,notccd,Cell
G09,G09_55335984,HPA045842,CDC20,ENSG00000117399,285.25,cell division cycle 20,no variation,not found in excel lookup
H09,H09_55335984,HPA045865,TBC1D13,ENSG00000107021,18.37,"TBC1 domain family, member 13",notccd,Nucleus
A10,A10_55335984,HPA045938,C11orf68,ENSG00000175573,59.89,chromosome 11 open reading frame 68,ccd,nucleus
B10,B10_55335984,HPA045951,ASNA1,ENSG00000198356,68.39,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)",notccd,Nucleus
C10,C10_55335984,HPA046045,PPM1J,ENSG00000155367,2.95,"protein phosphatase, Mg2+/Mn2+ dependent, 1J",no variation,not found in excel lookup
D10,D10_55335984,HPA046084,HNRNPLL,ENSG00000143889,33.84,heterogeneous nuclear ribonucleoprotein L-like,notccd,Cell
E10,E10_55335984,HPA046098,HOXA13,ENSG00000106031,4.88,homeobox A13,notccd,Cell
F10,F10_55335984,HPA046175,C1orf35,ENSG00000143793,15.12,chromosome 1 open reading frame 35,no variation,not found in excel lookup
G10,G10_55335984,HPA046185,GDAP2,ENSG00000196505,9.02,ganglioside induced differentiation associated protein 2,notccd,Cell
H10,H10_55335984,HPA046205,KATNAL1,ENSG00000102781,34.69,katanin p60 subunit A-like 1,no variation,not found in excel lookup
A11,A11_55335984,HPA046443,RPAP2,ENSG00000122484,4.3,RNA polymerase II associated protein 2,notccd,Nucleus
B11,B11_55335984,HPA046538,RIMS2,ENSG00000176406,6.81,regulating synaptic membrane exocytosis 2,notccd,Cytosol
C11,C11_55335984,HPA046567,USF2,ENSG00000105698,103.77,"upstream transcription factor 2, c-fos interacting",no variation,not found in excel lookup
D11,D11_55335984,HPA046615,FBXW5,ENSG00000159069,41.31,F-box and WD repeat domain containing 5,notccd,Cell
E11,E11_55335984,HPA046629,ZNFX1,ENSG00000124201,18.97,"zinc finger, NFX1-type containing 1",notccd,Cell
F11,F11_55335984,HPA046630,GMPS,ENSG00000163655,71.52,guanine monophosphate synthase,notccd,Cytosol
G11,G11_55335984,HPA046653,ZNF776,ENSG00000152443,5.26,zinc finger protein 776,notccd,Nucleus
H11,H11_55335984,HPA046680,ATP8B2,ENSG00000143515,22.33,"ATPase, aminophospholipid transporter, class I, type 8B, member 2",ccd,Cell
A12,A12_55335984,HPA046717,CES1,ENSG00000198848,0.41,carboxylesterase 1,notccd,Cell
B12,B12_55335984,HPA046723,ABCB6,ENSG00000115657,0.81,"ATP-binding cassette, sub-family B (MDR/TAP), member 6 (Langereis blood group)",no variation,not found in excel lookup
C12,C12_55335984,HPA046740,NOL4,ENSG00000101746,0.11,nucleolar protein 4,notccd,nucleus
D12,D12_55335984,HPA046762,TMEM56,ENSG00000152078,9.62,transmembrane protein 56,notccd,Cell
E12,E12_55335984,HPA046767,MRPL54,ENSG00000183617,46.06,mitochondrial ribosomal protein L54,notccd,Cell
F12,F12_55335984,HPA046825,CCNYL1,ENSG00000163249,19.6,cyclin Y-like 1,notccd,Cell
G12,G12_55335984,HPA046952,DDX60,ENSG00000137628,2.57,DEAD (Asp-Glu-Ala-Asp) box polypeptide 60,notccd,Cell
A01,A01_55345985,HPA046972,IGFBP1,ENSG00000146678,0.1,insulin-like growth factor binding protein 1,negative,not found in excel lookup
B01,B01_55345985,HPA047014,ST14,ENSG00000149418,2.7,suppression of tumorigenicity 14 (colon carcinoma),negative,not found in excel lookup
C01,C01_55345985,HPA047130,IRX5,ENSG00000176842,0.34,iroquois homeobox 5,notccd,Cell
D01,D01_55345985,HPA047132,RPS28,ENSG00000233927,131.1,ribosomal protein S28,negative,not found in excel lookup
E01,E01_55345985,HPA047183,PTMA,ENSG00000187514,2129.24,"prothymosin, alpha",ccd,nucleus
F01,F01_55345985,HPA047193,DDX58,ENSG00000107201,3.87,DEAD (Asp-Glu-Ala-Asp) box polypeptide 58,notccd,Cytosol
G01,G01_55345985,HPA047195,NUP210L,ENSG00000143552,0.06,nucleoporin 210kDa-like,ccd,nucleus
H01,H01_55345985,HPA047221,PDCD6,ENSG00000249915,81.52,programmed cell death 6,notccd,Cytosol
A02,A02_55345985,HPA047238,MRPL36,ENSG00000171421,90.45,mitochondrial ribosomal protein L36,notccd,Cell
B02,B02_55345985,HPA047377,SS18L2,ENSG00000008324,40.68,synovial sarcoma translocation gene on chromosome 18-like 2,ccd,Cell
C02,C02_55345985,HPA047390,BLCAP,ENSG00000166619,37.98,bladder cancer associated protein,negative,not found in excel lookup
D02,D02_55345985,HPA047397,TMA7,ENSG00000232112,673.27,translation machinery associated 7 homolog,ccd,nucleus
E02,E02_55345985,HPA047411,SLC38A5,ENSG00000017483,0.49,"solute carrier family 38, member 5",negative,not found in excel lookup
F02,F02_55345985,HPA047415,TPST1,ENSG00000169902,20.73,tyrosylprotein sulfotransferase 1,notccd,Cytosol
G02,G02_55345985,HPA047456,DUSP28,ENSG00000188542,1.98,dual specificity phosphatase 28,no variation,not found in excel lookup
H02,H02_55345985,HPA047541,MYH10,ENSG00000133026,37.7,"myosin, heavy chain 10, non-muscle",negative,not found in excel lookup
A03,A03_55345985,HPA047547,CCDC71,ENSG00000177352,20.53,coiled-coil domain containing 71,notccd,Nucleus
B03,B03_55345985,HPA047549,XRCC6,ENSG00000196419,534.99,X-ray repair complementing defective repair in Chinese hamster cells 6,notccd,nucleus
C03,C03_55345985,HPA047615,CDADC1,ENSG00000102543,2.62,cytidine and dCMP deaminase domain containing 1,notccd,Nucleus
D03,D03_55345985,HPA047619,LRRC10B,ENSG00000204950,0.09,leucine rich repeat containing 10B,ccd,nucleus
E03,E03_55345985,HPA047821,COLGALT1,ENSG00000130309,71.01,collagen beta(1-O)galactosyltransferase 1,notccd,Cell
F03,F03_55345985,HPA047838,CDKN2A,ENSG00000147889,2.67,cyclin-dependent kinase inhibitor 2A,negative,not found in excel lookup
G03,G03_55345985,HPA047866,TAL1,ENSG00000162367,0.86,T-cell acute lymphocytic leukemia 1,ccd,nucleus
H03,H03_55345985,HPA047893,PATZ1,ENSG00000100105,29.77,POZ (BTB) and AT hook containing zinc finger 1,notccd,Nucleus
A04,A04_55345985,HPA047931,SEPHS2,ENSG00000179918,32.94,selenophosphate synthetase 2,notccd,Nucleus
B04,B04_55345985,HPA048036,CHRM3,ENSG00000133019,0.92,"cholinergic receptor, muscarinic 3",no variation,not found in excel lookup
C04,C04_55345985,HPA048071,LIG1,ENSG00000105486,57.16,"ligase I, DNA, ATP-dependent",notccd,Cell
D04,D04_55345985,HPA048085,SDC3,ENSG00000162512,28.56,syndecan 3,notccd,Cell
E04,E04_55345985,HPA048150,VTI1B,ENSG00000100568,97.93,vesicle transport through interaction with t-SNAREs 1B,negative,not found in excel lookup
F04,F04_55345985,HPA048153,XPO7,ENSG00000130227,46.91,exportin 7,negative,not found in excel lookup
G04,G04_55345985,HPA048240,MOSPD3,ENSG00000106330,29.16,motile sperm domain containing 3,notccd,Cell
H04,H04_55345985,HPA048244,AP5S1,ENSG00000125843,10.99,"adaptor-related protein complex 5, sigma 1 subunit",notccd,Cell
A05,A05_55345985,HPA048362,C11orf31,ENSG00000211450,126.63,chromosome 11 open reading frame 31,notccd,Nucleus
B05,B05_55345985,HPA048389,HERC2,ENSG00000128731,9.65,HECT and RLD domain containing E3 ubiquitin protein ligase 2,notccd,Cell
C05,C05_55345985,HPA048392,TTLL1,ENSG00000100271,2.66,tubulin tyrosine ligase-like family member 1,notccd,Cell
D05,D05_55345985,HPA048432,MALT1,ENSG00000172175,17.45,MALT1 paracaspase,ccd,nucleus
E05,E05_55345985,HPA048470,TMEM255A,ENSG00000125355,11.81,transmembrane protein 255A,ccd,nucleus
F05,F05_55345985,HPA048536,PVALB,ENSG00000100362,0.95,parvalbumin,notccd,Nucleus
G05,G05_55345985,HPA048599,AEN,ENSG00000181026,56.92,apoptosis enhancing nuclease,no variation,not found in excel lookup
H05,H05_55345985,HPA048665,SAP30L,ENSG00000164576,5.53,SAP30-like,negative,not found in excel lookup
A06,A06_55345985,HPA048668,ZNF658,ENSG00000274349,4.25,zinc finger protein 658,notccd,Nucleus
B06,B06_55345985,HPA048898,SCMH1,ENSG00000010803,21.6,sex comb on midleg homolog 1 (Drosophila),notccd,nucleus
C06,C06_55345985,HPA048961,EFHD2,ENSG00000142634,69.96,"EF-hand domain family, member D2",notccd,Cytosol
D06,D06_55345985,HPA048972,PSMD3,ENSG00000108344,203,"proteasome 26S subunit, non-ATPase 3",ccd,nucleus
E06,E06_55345985,HPA048989,PLEKHJ1,ENSG00000104886,72.63,"pleckstrin homology domain containing, family J member 1",notccd,Cell
F06,F06_55345985,HPA049032,ITCH,ENSG00000078747,32.54,itchy E3 ubiquitin protein ligase,notccd,Nucleus
G06,G06_55345985,HPA049042,RBBP5,ENSG00000117222,17.42,retinoblastoma binding protein 5,notccd,Nucleus
H06,H06_55345985,HPA049110,PTPN21,ENSG00000070778,13.48,"protein tyrosine phosphatase, non-receptor type 21",ccd,nucleus
A07,A07_55345985,HPA049112,ZFP37,ENSG00000136866,2.72,ZFP37 zinc finger protein,notccd,Cell
B07,B07_55345985,HPA049232,DZIP3,ENSG00000198919,14.87,DAZ interacting zinc finger protein 3,notccd,Cell
C07,C07_55345985,HPA049280,MMP24,ENSG00000125966,19.01,matrix metallopeptidase 24 (membrane-inserted),notccd,Nucleus
D07,D07_55345985,HPA049292,F3,ENSG00000117525,2.77,"coagulation factor III (thromboplastin, tissue factor)",negative,not found in excel lookup
E07,E07_55345985,HPA049341,UTP20,ENSG00000120800,13.06,UTP20 small subunit (SSU) processome component,notccd,nucleus
F07,F07_55345985,HPA049408,UHRF1,ENSG00000276043,80.43,ubiquitin-like with PHD and ring finger domains 1,notccd,Nucleus
G07,G07_55345985,HPA049429,COG8,ENSG00000213380,16.19,component of oligomeric golgi complex 8,notccd,Cell
H07,H07_55345985,HPA049432,MIDN,ENSG00000167470,26.61,midnolin,ccd,nucleus
A08,A08_55345985,HPA049449,SLC25A42,ENSG00000181035,2.49,"solute carrier family 25, member 42",notccd,Cell
B08,B08_55345985,HPA049511,MISP,ENSG00000099812,15.74,mitotic spindle positioning,notccd,Cell
C08,C08_55345985,HPA049529,CSPG5,ENSG00000114646,7.05,chondroitin sulfate proteoglycan 5 (neuroglycan C),notccd,Nucleus
D08,D08_55345985,HPA049582,PUS10,ENSG00000162927,4.21,pseudouridylate synthase 10,notccd,Cell
E08,E08_55345985,HPA049588,IFI27L2,ENSG00000119632,16.57,"interferon, alpha-inducible protein 27-like 2",notccd,Nucleus
F08,F08_55345985,HPA049593,ZXDC,ENSG00000070476,11.96,ZXD family zinc finger C,ccd,nucleus
G08,G08_55345985,HPA049700,POLR1A,ENSG00000068654,23.14,"polymerase (RNA) I polypeptide A, 194kDa",notccd,nucleus
H08,H08_55345985,HPA049724,MX1,ENSG00000157601,2.92,MX dynamin-like GTPase 1,notccd,Nucleus
A09,A09_55345985,HPA049729,SIRT6,ENSG00000077463,10.53,sirtuin 6,notccd,Nucleus
B09,B09_55345985,HPA049763,FRAT2,ENSG00000181274,2.96,frequently rearranged in advanced T-cell lymphomas 2,ccd,Cell
C09,C09_55345985,HPA049781,PAPSS1,ENSG00000138801,47.98,3'-phosphoadenosine 5'-phosphosulfate synthase 1,ccd,nucleus
D09,D09_55345985,HPA049849,SRSF9,ENSG00000111786,244.1,serine/arginine-rich splicing factor 9,ccd,Nucleus
E09,E09_55345985,HPA049904,DIDO1,ENSG00000101191,46.96,death inducer-obliterator 1,notccd,Cell
F09,F09_55345985,HPA050039,SERPINE1,ENSG00000106366,208.99,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",notccd,Cytosol
G09,G09_55345985,HPA050060,TRIM32,ENSG00000119401,17.18,tripartite motif containing 32,notccd,Cell
H09,H09_55345985,HPA050095,CYLD,ENSG00000083799,16.05,cylindromatosis (turban tumor syndrome),ccd,nucleus
A10,A10_55345985,HPA050114,CDC6,ENSG00000094804,120.14,cell division cycle 6,negative;ccd_biologically defined,not found in excel lookup
B10,B10_55345985,HPA050139,ALDH1L1,ENSG00000144908,6.58,"aldehyde dehydrogenase 1 family, member L1",notccd,Cytosol
C10,C10_55345985,HPA050204,SYNE2,ENSG00000054654,13.56,"spectrin repeat containing, nuclear envelope 2",ccd,Cell
D10,D10_55345985,HPA050214,KIF20B,ENSG00000138182,23.37,kinesin family member 20B,ccd,nucleus
E10,E10_55345985,HPA050229,CLEC7A,ENSG00000172243,0.34,"C-type lectin domain family 7, member A",notccd,Cell
F10,F10_55345985,HPA050261,STYXL1,ENSG00000127952,13.34,serine/threonine/tyrosine interacting-like 1,notccd,nucleus
G10,G10_55345985,HPA050302,KPNB1,ENSG00000108424,348.88,karyopherin (importin) beta 1,notccd,Cell
H10,H10_55345985,HPA050327,PSMB8,ENSG00000204264,3.98,proteasome subunit beta 8,ccd,Cell
A11,A11_55345985,HPA050402,RCN3,ENSG00000142552,48.21,"reticulocalbin 3, EF-hand calcium binding domain",notccd,Cell
B11,B11_55345985,HPA050492,ERCC6L,ENSG00000186871,19.18,excision repair cross-complementation group 6-like,notccd,Cell
C11,C11_55345985,HPA050504,HES1,ENSG00000114315,23.19,hes family bHLH transcription factor 1,negative,not found in excel lookup
D11,D11_55345985,HPA050552,MRPL17,ENSG00000158042,55.02,mitochondrial ribosomal protein L17,negative,not found in excel lookup
E11,E11_55345985,HPA050556,ANLN,ENSG00000011426,249.61,anillin actin binding protein,ccd,nucleus
F11,F11_55345985,HPA050594,MTBP,ENSG00000172167,13.4,MDM2 binding protein,ccd,nucleus
G11,G11_55345985,HPA050619,OFCC1,ENSG00000181355,0.74,orofacial cleft 1 candidate 1,ccd,nucleus
H11,H11_55345985,HPA050627,9-Sep,ENSG00000184640,154.44,septin 9,notccd,Cell
A12,A12_55345985,HPA050628,NSFL1C,ENSG00000088833,29.45,NSFL1 (p97) cofactor (p47),notccd,Nucleus
B12,B12_55345985,HPA050634,ARFRP1,ENSG00000101246,16.5,ADP-ribosylation factor related protein 1,no variation,not found in excel lookup
C12,C12_55345985,HPA050767,C9orf85,ENSG00000155621,12.95,chromosome 9 open reading frame 85,notccd,Cell
D12,D12_55345985,HPA050894,SAFB2,ENSG00000130254,31.99,scaffold attachment factor B2,negative,not found in excel lookup
E12,E12_55345985,HPA050923,EHF,ENSG00000135373,1.37,ets homologous factor,notccd,Cell
F12,F12_55345985,HPA050928,ZC2HC1C,ENSG00000119703,1.77,"zinc finger, C2HC-type containing 1C",notccd,Cell
G12,G12_55345985,HPA050999,ATAT1,ENSG00000137343,1.56,alpha tubulin acetyltransferase 1,notccd,Cell
A01,A01_55355986,HPA051038,PEG10,ENSG00000242265,2.18,paternally expressed 10,no variation,not found in excel lookup
B01,B01_55355986,HPA051103,FAM63B,ENSG00000128923,3.94,"family with sequence similarity 63, member B",notccd,nucleus
C01,C01_55355986,HPA051109,CALML4,ENSG00000129007,4.57,calmodulin-like 4,ccd,Cell
D01,D01_55355986,HPA051142,C6orf52,ENSG00000137434,0.98,chromosome 6 open reading frame 52,notccd,Cell
E01,E01_55355986,HPA051143,C2orf68,ENSG00000168887,18.73,chromosome 2 open reading frame 68,negative,not found in excel lookup
F01,F01_55355986,HPA051178,KIAA1644,ENSG00000138944,2.22,KIAA1644,notccd,Cell
G01,G01_55355986,HPA051179,HRASLS,ENSG00000127252,12.24,HRAS-like suppressor,notccd,Cytosol
H01,H01_55355986,HPA051200,RASSF2,ENSG00000101265,7.97,Ras association (RalGDS/AF-6) domain family member 2,no variation,not found in excel lookup
A02,A02_55355986,HPA051349,DUSP18,ENSG00000167065,6.35,dual specificity phosphatase 18,ccd,nucleus
B02,B02_55355986,HPA051400,RER1,ENSG00000157916,108.02,retention in endoplasmic reticulum sorting receptor 1,ccd,Cell
C02,C02_55355986,HPA051411,DISP1,ENSG00000154309,1.67,dispatched homolog 1 (Drosophila),notccd,Nucleus
D02,D02_55355986,HPA051418,NTAN1,ENSG00000157045,14.77,N-terminal asparagine amidase,no variation,not found in excel lookup
E02,E02_55355986,HPA051432,MMP14,ENSG00000157227,48,matrix metallopeptidase 14 (membrane-inserted),notccd,Cell
F02,F02_55355986,HPA051456,ID1,ENSG00000125968,304.37,"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",ccd,nucleus
G02,G02_55355986,HPA051482,ANXA2R,ENSG00000177721,0.07,annexin A2 receptor,no variation,not found in excel lookup
H02,H02_55355986,HPA051499,RAD51AP1,ENSG00000111247,38.08,RAD51 associated protein 1,ccd,nucleus
A03,A03_55355986,HPA051514,GPT2,ENSG00000166123,43.62,glutamic pyruvate transaminase (alanine aminotransferase) 2,notccd,Cell
B03,B03_55355986,HPA051615,INTS9,ENSG00000104299,29.31,integrator complex subunit 9,notccd,Cell
C03,C03_55355986,HPA051646,SHROOM2,ENSG00000146950,2.39,shroom family member 2,notccd,Cell
D03,D03_55355986,HPA051647,H2AFX,ENSG00000188486,213.84,"H2A histone family, member X",negative,not found in excel lookup
E03,E03_55355986,HPA051676,ABHD18,ENSG00000164074,3.45,abhydrolase domain containing 18,negative,not found in excel lookup
F03,F03_55355986,HPA051690,KRR1,ENSG00000111615,28.83,"KRR1, small subunit (SSU) processome component, homolog (yeast)",ccd,nucleus
G03,G03_55355986,HPA051697,RAB11A,ENSG00000103769,310.38,"RAB11A, member RAS oncogene family",notccd,Cell
H03,H03_55355986,HPA051771,EWSR1,ENSG00000182944,216.8,EWS RNA-binding protein 1,notccd,Nucleus
A04,A04_55355986,HPA051772,ACBD4,ENSG00000181513,3.85,acyl-CoA binding domain containing 4,notccd,nucleus
B04,B04_55355986,HPA051812,PTOV1,ENSG00000104960,99.18,prostate tumor overexpressed 1,no variation,not found in excel lookup
C04,C04_55355986,HPA051893,MYO3A,ENSG00000095777,3.71,myosin IIIA,notccd,Cell
D04,D04_55355986,HPA051899,C18orf25,ENSG00000152242,18.58,chromosome 18 open reading frame 25,notccd,Cell
E04,E04_55355986,HPA051918,BRF1,ENSG00000185024,10.78,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit",ccd,Nucleus
F04,F04_55355986,HPA051965,CCDC58,ENSG00000160124,89.23,coiled-coil domain containing 58,notccd,Cell
G04,G04_55355986,HPA052004,CUL9,ENSG00000112659,9.06,cullin 9,notccd,Cytosol
H04,H04_55355986,HPA052190,TRUB2,ENSG00000167112,7.57,TruB pseudouridine (psi) synthase family member 2,notccd,Cytosol
A05,A05_55355986,HPA052224,SPATA2,ENSG00000158480,10.31,spermatogenesis associated 2,notccd,Nucleus
B05,B05_55355986,HPA052376,PRR11,ENSG00000068489,143.53,proline rich 11,ccd,Cell
C05,C05_55355986,HPA052382,CENPF,ENSG00000117724,97.12,"centromere protein F, 350/400kDa",ccd,nucleus
D05,D05_55355986,HPA052401,INCA1,ENSG00000196388,1.99,"inhibitor of CDK, cyclin A1 interacting protein 1",notccd,Nucleus
E05,E05_55355986,HPA052427,PARP10,ENSG00000178685,15.25,"poly (ADP-ribose) polymerase family, member 10",notccd,Cell
F05,F05_55355986,HPA052590,SGF29,ENSG00000176476,13.8,SAGA complex associated factor 29,ccd,nucleus
G05,G05_55355986,HPA052643,RNF10,ENSG00000022840,69.28,ring finger protein 10,notccd,Cell
H05,H05_55355986,HPA052675,JRK,ENSG00000234616,20.63,Jrk helix-turn-helix protein,notccd,Nucleus
A06,A06_55355986,HPA052757,IRF7,ENSG00000185507,0.03,interferon regulatory factor 7,notccd,Nucleus
B06,B06_55355986,HPA052775,PCDHAC1,ENSG00000248383,0.86,"protocadherin alpha subfamily C, 1",notccd,Nucleus
C06,C06_55355986,HPA052953,THOC6,ENSG00000131652,64.23,THO complex 6,notccd,nucleus
D06,D06_55355986,HPA053003,ITPKC,ENSG00000086544,7.72,inositol-trisphosphate 3-kinase C,notccd,Nucleus
E06,E06_55355986,HPA053044,TEFM,ENSG00000172171,5.93,"transcription elongation factor, mitochondrial",notccd,Cell
F06,F06_55355986,HPA053065,C8orf34,ENSG00000165084,0.33,chromosome 8 open reading frame 34,notccd,Cell
G06,G06_55355986,HPA053198,MAN1A1,ENSG00000111885,16.41,"mannosidase, alpha, class 1A, member 1",negative,not found in excel lookup
H06,H06_55355986,HPA053203,VPRBP,ENSG00000145041,26.42,Vpr (HIV-1) binding protein,notccd,Nucleus
A07,A07_55355986,HPA053245,PTPRQ,ENSG00000139304,0.11,"protein tyrosine phosphatase, receptor type, Q",notccd,Cytosol
B07,B07_55355986,HPA053261,ECT2,ENSG00000114346,58.89,epithelial cell transforming 2,notccd,Cell
C07,C07_55355986,HPA053296,RASL11A,ENSG00000122035,0.97,"RAS-like, family 11, member A",ccd,nucleus
D07,D07_55355986,HPA053334,NDUFB6,ENSG00000165264,107.43,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa",notccd,Cell
E07,E07_55355986,HPA053424,NOC4L,ENSG00000184967,37.11,nucleolar complex associated 4 homolog,notccd,Nucleus
F07,F07_55355986,HPA053564,FILIP1,ENSG00000118407,0.07,filamin A interacting protein 1,notccd,Cell
G07,G07_55355986,HPA053644,IP6K3,ENSG00000161896,0.34,inositol hexakisphosphate kinase 3,ccd,nucleus
H07,H07_55355986,HPA053663,ZZZ3,ENSG00000036549,33.26,"zinc finger, ZZ-type containing 3",notccd,Nucleus
A08,A08_55355986,HPA053745,SKP1,ENSG00000113558,356.46,S-phase kinase-associated protein 1,notccd,Nucleus
