hgnc_symbol,gene_id
PLPPR5,ENSG00000117598
CD52,ENSG00000169442
HCFC1R1,ENSG00000103145
,ENSG00000259317
TACC3,ENSG00000013810
ALG12,ENSG00000182858
EIF6,ENSG00000242372
SH3BGRL3,ENSG00000142669
SORCS1,ENSG00000108018
CFAP97D1,ENSG00000231256
,ENSG00000227034
CCL21,ENSG00000137077
SMYD1,ENSG00000115593
N4BP3,ENSG00000145911
KRT18P57,ENSG00000215867
,ENSG00000226233
,ENSG00000284830
FABP7,ENSG00000164434
MAVS,ENSG00000088888
UBE2C,ENSG00000175063
RRP7BP,ENSG00000182841
SIK3,ENSG00000160584
,ENSG00000271793
FAM205A,ENSG00000205108
,ENSG00000268407
RAP1A,ENSG00000116473
ZNF835,ENSG00000127903
ATP5MGP4,ENSG00000225176
IDI2,ENSG00000148377
ASS1P8,ENSG00000251418
CNIH2,ENSG00000174871
CAMTA2,ENSG00000108509
IGHVIII-47-1,ENSG00000253862
SRGAP3,ENSG00000196220
SNX14,ENSG00000135317
,ENSG00000249976
IGHV3-48,ENSG00000211964
IDI1,ENSG00000067064
IGHV3-49,ENSG00000211965
,ENSG00000243829
MARK2P15,ENSG00000234931
PEG3,ENSG00000198300
IGHVII-49-1,ENSG00000253386
IGHV3-50,ENSG00000253241
RAC2,ENSG00000128340
,ENSG00000223565
IGHV5-51,ENSG00000211966
CRELD2,ENSG00000184164
SMPX,ENSG00000091482
HMGN2P8,ENSG00000212769
IGHV8-51-1,ENSG00000254167
SERPINC1,ENSG00000117601
IGHVII-51-2,ENSG00000253941
IGHV3-52,ENSG00000253545
DOK6,ENSG00000206052
MGAT1,ENSG00000131446
,ENSG00000271166
MRPL37P1,ENSG00000266946
IGHV3-53,ENSG00000211967
,ENSG00000267226
GSTM2P1,ENSG00000218803
CEMIP2,ENSG00000135048
RAB1B,ENSG00000174903
IGHVII-53-1,ENSG00000253714
GHITM,ENSG00000165678
INKA2-AS1,ENSG00000227811
SERHL2,ENSG00000183569
DDX20,ENSG00000064703
,ENSG00000270815
MTND5P22,ENSG00000238046
PANK2,ENSG00000125779
CNTNAP5,ENSG00000155052
GTPBP4,ENSG00000107937
,ENSG00000259614
TSKS,ENSG00000126467
IGHV3-54,ENSG00000275475
CD226,ENSG00000150637
IGHV4-55,ENSG00000254395
,ENSG00000249189
IGHV7-56,ENSG00000253131
PROCR,ENSG00000101000
IGHV3-57,ENSG00000253759
LILRB3,ENSG00000204577
,ENSG00000224340
ABCG4,ENSG00000172350
PRR20E,ENSG00000234278
MMP24OS,ENSG00000126005
PRKCE,ENSG00000171132
LTBP3,ENSG00000168056
PRR20FP,ENSG00000271140
MTCO2P3,ENSG00000230009
SLC25A5P4,ENSG00000234421
PGDP1,ENSG00000265273
THOC6,ENSG00000131652
MRPL35P2,ENSG00000232075
PLEKHD1,ENSG00000175985
,ENSG00000266105
,ENSG00000270352
ZNF317,ENSG00000130803
,ENSG00000278694
DUSP12,ENSG00000081721
DBF4P1,ENSG00000235489
RPL17P35,ENSG00000233900
AQP10,ENSG00000143595
,ENSG00000261582
RPL7AP50,ENSG00000213609
FAM205BP,ENSG00000257198
,ENSG00000213383
INKA2,ENSG00000197852
,ENSG00000244237
CCDC177,ENSG00000267909
,ENSG00000264845
FAM205C,ENSG00000187791
,ENSG00000234175
PPIAP24,ENSG00000174408
,ENSG00000228330
TMIGD3,ENSG00000121933
H3P39,ENSG00000259338
BTBD7P1,ENSG00000203414
RPL36AP36,ENSG00000237540
SUSD6,ENSG00000100647
LRRD1,ENSG00000240720
RNF24,ENSG00000101236
SLC25A42,ENSG00000181035
MPL,ENSG00000117400
MRPS16P3,ENSG00000226336
CFL1P5,ENSG00000213830
CCDC125,ENSG00000183323
P3H4,ENSG00000141696
FAM131C,ENSG00000185519
MYB,ENSG00000118513
ANKIB1,ENSG00000001629
ADORA3,ENSG00000282608
TMTC4,ENSG00000125247
PTMAP4,ENSG00000231503
APOL5,ENSG00000128313
GPN3P1,ENSG00000227465
BMP3,ENSG00000152785
,ENSG00000205922
A2MP1,ENSG00000256069
,ENSG00000224579
IVL,ENSG00000163207
RPL23P11,ENSG00000226407
,ENSG00000253332
,ENSG00000233829
,ENSG00000273512
,ENSG00000253233
ALG2,ENSG00000119523
L3MBTL2,ENSG00000100395
SPRR5,ENSG00000283227
IGHV1-58,ENSG00000211968
,ENSG00000214669
LRRC53,ENSG00000162621
CIDEA,ENSG00000176194
,ENSG00000249577
SPRR4,ENSG00000184148
OR7E16P,ENSG00000267775
ACCS,ENSG00000110455
OR7D2,ENSG00000188000
MYL12B,ENSG00000118680
MSANTD4,ENSG00000170903
HNRNPKP1,ENSG00000250859
CYP2C61P,ENSG00000270648
SPRR1A,ENSG00000169474
IGHV4-59,ENSG00000224373
RPL12P45,ENSG00000233940
ELOCP29,ENSG00000267418
FPGT-TNNI3K,ENSG00000259030
,ENSG00000238166
ANXA2P3,ENSG00000216740
CLUHP6,ENSG00000265279
IGHV4-61,ENSG00000211970
ZMYM1,ENSG00000197056
PHYHIP,ENSG00000168490
SPRR3,ENSG00000163209
IGHV3-60,ENSG00000253742
RPL23AP52,ENSG00000230370
IGHVII-60-1,ENSG00000254329
NEK4P3,ENSG00000270754
PGAM1P12,ENSG00000250825
WBP11P1,ENSG00000260389
PHF14,ENSG00000106443
SLC28A2,ENSG00000137860
,ENSG00000234262
IGHV3-62,ENSG00000253132
IGHVII-62-1,ENSG00000253747
LRIF1,ENSG00000121931
,ENSG00000214917
SPRR1B,ENSG00000169469
RWDD2B,ENSG00000156253
KLHL14,ENSG00000197705
THEM7P,ENSG00000227160
ZMIZ2,ENSG00000122515
SPINK9,ENSG00000204909
,ENSG00000216621
RBMS1,ENSG00000153250
ACBD7,ENSG00000176244
IL1A,ENSG00000115008
RNF125,ENSG00000101695
WBP2P1,ENSG00000229248
FAM197Y1,ENSG00000224336
ZNF71,ENSG00000197951
PGBD4P3,ENSG00000249834
TSPY15P,ENSG00000236786
,ENSG00000258503
MYL12A,ENSG00000101608
RBMY3AP,ENSG00000231436
,ENSG00000258993
B4GALNT3,ENSG00000139044
SPINK13,ENSG00000214510
TSPY25P,ENSG00000234110
C10orf67,ENSG00000179133
,ENSG00000248926
CORO1B,ENSG00000172725
CD6,ENSG00000013725
,ENSG00000224410
TSPY16P,ENSG00000226223
HIRAP1,ENSG00000271563
HMGB1P44,ENSG00000248956
,ENSG00000232905
ERP29P1,ENSG00000233347
MZT2B,ENSG00000152082
FAIM2,ENSG00000135472
ARAF,ENSG00000078061
,ENSG00000232617
,ENSG00000263682
HNRNPA1P56,ENSG00000248640
,ENSG00000233133
BICDL2,ENSG00000162069
,ENSG00000248128
,ENSG00000236655
MEP1B,ENSG00000141434
SPRR2D,ENSG00000163216
FITM1,ENSG00000139914
PCM1,ENSG00000078674
COPS3,ENSG00000141030
,ENSG00000227537
GAPDHP45,ENSG00000228312
,ENSG00000254732
SPRR2A,ENSG00000241794
,ENSG00000259371
PPIAP30,ENSG00000206448
ATP8B2,ENSG00000143515
,ENSG00000283653
PPIAP42,ENSG00000213592
FAM155A,ENSG00000204442
NRL,ENSG00000129535
SPINK7,ENSG00000145879
NMT2,ENSG00000152465
TMX2,ENSG00000213593
CHADL,ENSG00000100399
INCA1,ENSG00000196388
CHCHD2P2,ENSG00000215006
CAMK2G,ENSG00000148660
SPRR2E,ENSG00000203785
NDUFB9P1,ENSG00000271045
APOA1,ENSG00000118137
HNRNPA1P7,ENSG00000215492
,ENSG00000215094
GAREM1,ENSG00000141441
ULBP1,ENSG00000111981
MRPS33P4,ENSG00000234821
RBIS,ENSG00000176731
SPRR2F,ENSG00000244094
MARCOL,ENSG00000248109
SMPD4,ENSG00000136699
SPRR2C,ENSG00000229035
ZFP64,ENSG00000020256
SPRR2B,ENSG00000196805
TIMP1,ENSG00000102265
ULBP2,ENSG00000131015
SPINK14,ENSG00000196800
LRSAM1,ENSG00000148356
GLULP4,ENSG00000178723
PCK2,ENSG00000100889
,ENSG00000235581
SPRR2G,ENSG00000159516
ABCF2P2,ENSG00000228769
HMGN1P16,ENSG00000249503
YWHAZP6,ENSG00000215199
CALN1,ENSG00000183166
LELP1,ENSG00000203784
COX5BP6,ENSG00000237082
NPAS3,ENSG00000151322
RNF138,ENSG00000134758
PRR9,ENSG00000203783
BRPF3,ENSG00000096070
TNNI3K,ENSG00000116783
SELENOH,ENSG00000211450
,ENSG00000230779
PTPRCAP,ENSG00000213402
MMP25,ENSG00000008516
HIF1A,ENSG00000100644
IGHV3-63,ENSG00000253936
JKAMPP1,ENSG00000231491
RAB9AP4,ENSG00000235479
IGHV3-64,ENSG00000223648
TRAPPC2P7,ENSG00000249606
,ENSG00000242295
SPINK5,ENSG00000133710
IGHV3-65,ENSG00000253209
CFP,ENSG00000126759
IGHVII-65-1,ENSG00000253169
FBXW11,ENSG00000072803
RHEBP3,ENSG00000237446
,ENSG00000234268
SLC16A10,ENSG00000112394
,ENSG00000249072
CCNT2P1,ENSG00000225672
ADAM22,ENSG00000008277
TCAP,ENSG00000173991
FABP1,ENSG00000163586
RPP38-DT,ENSG00000176236
PPP2R1A,ENSG00000105568
RPP38,ENSG00000152464
SYN1,ENSG00000008056
PRKG2,ENSG00000138669
INTS1,ENSG00000164880
THAP7,ENSG00000184436
CTNND1,ENSG00000198561
PPIAP78,ENSG00000234838
E2F5,ENSG00000133740
COL25A1,ENSG00000188517
SMARCAD1,ENSG00000163104
GRAMD1B,ENSG00000023171
RNF38,ENSG00000137075
,ENSG00000259340
FPGT,ENSG00000254685
IGHV3-66,ENSG00000211972
,ENSG00000273675
SLC7A4,ENSG00000099960
ATL1,ENSG00000198513
NALCN,ENSG00000102452
RPS13,ENSG00000110700
SCYL1,ENSG00000142186
,ENSG00000284060
P2RX6,ENSG00000099957
DCAF11,ENSG00000100897
STOX2,ENSG00000173320
SET,ENSG00000119335
TNIP1,ENSG00000145901
SMPDL3A,ENSG00000172594
HAO2,ENSG00000116882
FOPNL,ENSG00000133393
TYRP1,ENSG00000107165
SNAPC1,ENSG00000023608
LLGL1,ENSG00000131899
PAM,ENSG00000145730
,ENSG00000242729
DYSF,ENSG00000135636
CHD7,ENSG00000171316
,ENSG00000255563
HOXB6,ENSG00000108511
ARF4P3,ENSG00000214051
GIPC1,ENSG00000123159
SAV1,ENSG00000151748
SRSF4,ENSG00000116350
LOR,ENSG00000203782
LIG4,ENSG00000174405
HOXB4,ENSG00000182742
LURAP1L,ENSG00000153714
PRYP6,ENSG00000248573
USP9YP2,ENSG00000249501
USP9YP28,ENSG00000224151
TBRG4,ENSG00000136270
TUBGCP6,ENSG00000128159
MCOLN3,ENSG00000055732
SNRPGP1,ENSG00000258577
CD24P4,ENSG00000185275
OFD1P7Y,ENSG00000238088
MAP4K5,ENSG00000012983
GPM6BP2,ENSG00000236429
,ENSG00000250726
USP9YP10,ENSG00000238135
PSMA3P,ENSG00000258563
MTCYBP2,ENSG00000217179
OFD1P6Y,ENSG00000242153
,ENSG00000227187
OTUD1,ENSG00000165312
,ENSG00000241961
EPHA2,ENSG00000142627
P2RX6P,ENSG00000206145
ITPKC,ENSG00000086544
RPL17P2,ENSG00000242135
,ENSG00000284130
MYL6P3,ENSG00000227173
ELOCP14,ENSG00000228193
ZNF839P1,ENSG00000217896
FLII,ENSG00000177731
HSFY2,ENSG00000169953
RC3H1,ENSG00000135870
GID8,ENSG00000101193
DEPDC5,ENSG00000100150
ASMT,ENSG00000196433
COQ8B,ENSG00000123815
,ENSG00000269737
PPM1A,ENSG00000100614
SLC35E2B,ENSG00000189339
SPINK6,ENSG00000178172
SCN8A,ENSG00000196876
,ENSG00000233724
RBMY2NP,ENSG00000229208
HOXB5,ENSG00000120075
SNRPGP15,ENSG00000224543
ZNF681,ENSG00000196172
ATP5MGP2,ENSG00000232362
HOXB3,ENSG00000120093
,ENSG00000285652
PTGES3P5,ENSG00000234544
CLVS2,ENSG00000146352
,ENSG00000274445
CDC20,ENSG00000117399
SEC61B,ENSG00000106803
TSPY18P,ENSG00000231874
TSPY13P,ENSG00000187657
MFAP1,ENSG00000140259
AK6,ENSG00000085231
WDR63,ENSG00000162643
EFHC1,ENSG00000096093
,ENSG00000254668
ERMARD,ENSG00000130023
TNNC2,ENSG00000101470
POPDC3,ENSG00000132429
HOXB2,ENSG00000173917
AKIRIN2P1,ENSG00000251482
XKRYP2,ENSG00000230904
TAF9,ENSG00000273841
IQCM,ENSG00000234828
LITAF,ENSG00000189067
SLFN13,ENSG00000154760
,ENSG00000227799
TUBAP2,ENSG00000214391
RPS27A,ENSG00000143947
,ENSG00000260395
PDZD9,ENSG00000155714
MAFK,ENSG00000198517
NEDD4,ENSG00000069869
SYNCRIP,ENSG00000135316
TMEM184A,ENSG00000164855
BVES,ENSG00000112276
NINJ2,ENSG00000171840
BUB1,ENSG00000169679
RAD17,ENSG00000152942
COL9A1,ENSG00000112280
MOSMO,ENSG00000185716
TMOD3,ENSG00000138594
PTPN12,ENSG00000127947
R3HDM4,ENSG00000198858
SLC38A1,ENSG00000111371
SYNRG,ENSG00000275066
BTF3P10,ENSG00000231120
,ENSG00000219298
,ENSG00000271377
SNRPA,ENSG00000077312
LHX6,ENSG00000106852
,ENSG00000284601
LRRC3,ENSG00000160233
OSBPL9P2,ENSG00000254677
CLHC1,ENSG00000162994
,ENSG00000232114
MPP3,ENSG00000161647
,ENSG00000235945
DIRC1,ENSG00000174325
TTC39DP,ENSG00000227238
GEMIN6,ENSG00000152147
TRPM1,ENSG00000134160
CAPZA2,ENSG00000198898
MAPK6,ENSG00000069956
SETD2,ENSG00000181555
TUBGCP5,ENSG00000275835
TMEM61,ENSG00000143001
,ENSG00000254914
C19orf54,ENSG00000188493
,ENSG00000242327
,ENSG00000271028
BSND,ENSG00000162399
,ENSG00000259556
,ENSG00000254725
ERGIC3,ENSG00000125991
CYTL1,ENSG00000170891
NOC3L,ENSG00000173145
HNRNPKP3,ENSG00000251557
LEO1,ENSG00000166477
C10orf99,ENSG00000188373
INF2,ENSG00000203485
,ENSG00000274133
,ENSG00000213210
C7orf33,ENSG00000170279
OR7E25P,ENSG00000187847
,ENSG00000259632
PPP1R10,ENSG00000204569
,ENSG00000213209
,ENSG00000270200
MRPL57P3,ENSG00000275940
PRDX1P1,ENSG00000214121
,ENSG00000234586
PLA2G12AP1,ENSG00000224680
,ENSG00000251643
TYW1B,ENSG00000277149
RBM8B,ENSG00000258427
GNRHR2P1,ENSG00000259169
ORC1,ENSG00000085840
DNAJB1,ENSG00000132002
C14orf39,ENSG00000179008
ZNF101P2,ENSG00000234473
HNRNPA3P10,ENSG00000257851
SERPINA3,ENSG00000196136
,ENSG00000255397
RPL30P1,ENSG00000225713
ENPP6,ENSG00000164303
RALGAPA1P1,ENSG00000229419
MRPS18B,ENSG00000204568
SALL4P7,ENSG00000258692
TECR,ENSG00000099797
,ENSG00000258764
,ENSG00000270555
,ENSG00000270694
SIX6,ENSG00000184302
,ENSG00000240159
FKTN,ENSG00000106692
MYL12BP2,ENSG00000227765
AASDHPPT,ENSG00000149313
OSGEP,ENSG00000092094
PPP1R35,ENSG00000160813
SERPINA5,ENSG00000188488
EIF4EBP3,ENSG00000243056
NACAP10,ENSG00000254253
MTCYBP21,ENSG00000224747
,ENSG00000249213
RPL31P53,ENSG00000225352
CPA6,ENSG00000165078
,ENSG00000267312
MTND5P1,ENSG00000227999
MTND6P21,ENSG00000223431
PCDH17,ENSG00000118946
XDH,ENSG00000158125
E2F3P1,ENSG00000267046
,ENSG00000286030
ANKHD1,ENSG00000131503
KBTBD3,ENSG00000182359
NBPF9,ENSG00000269713
SLFN12L,ENSG00000205045
CUL1,ENSG00000055130
,ENSG00000267369
SUPV3L1,ENSG00000156502
,ENSG00000267554
PAQR8,ENSG00000170915
TOMM20P2,ENSG00000255987
RPL15P20,ENSG00000215003
,ENSG00000213779
PIK3C2A,ENSG00000011405
MECR,ENSG00000116353
TRAM2,ENSG00000065308
ZNF385B,ENSG00000144331
GPR52,ENSG00000203737
NDUFAF4P4,ENSG00000231378
NDUFS5P6,ENSG00000255531
SEMA4B,ENSG00000185033
,ENSG00000237249
DST,ENSG00000151914
,ENSG00000235869
PHRF1,ENSG00000070047
INPP5F,ENSG00000198825
MAPKAPK5P1,ENSG00000224498
PHB2P1,ENSG00000232728
EIF4HP2,ENSG00000237977
BTF3P15,ENSG00000237242
,ENSG00000270333
KLHL18,ENSG00000114648
MPND,ENSG00000008382
RPS27AP1,ENSG00000242692
OSBP2,ENSG00000184792
FSD1L,ENSG00000106701
,ENSG00000273259
,ENSG00000240808
RABGAP1L,ENSG00000152061
RBMY2OP,ENSG00000234950
RBMY2QP,ENSG00000236718
FDX1,ENSG00000137714
PCDHB2,ENSG00000112852
SERPINA4,ENSG00000100665
STMN3,ENSG00000197457
UMODL1,ENSG00000177398
XIAPP1,ENSG00000270294
,ENSG00000267371
PCDHB1,ENSG00000171815
ARHGEF19,ENSG00000142632
THNSL2,ENSG00000144115
KIF9,ENSG00000088727
,ENSG00000213126
,ENSG00000235920
MYH13,ENSG00000006788
ENTPD2,ENSG00000054179
THSD7A,ENSG00000005108
MBTPS2,ENSG00000012174
RPL36P4,ENSG00000224497
FOXRED1,ENSG00000110074
KISS1R,ENSG00000116014
ACOT8,ENSG00000101473
BNIP3P1,ENSG00000197358
TUT4,ENSG00000134744
RPL26P3,ENSG00000240179
,ENSG00000237297
,ENSG00000275681
EIF4A1P12,ENSG00000257662
YY2,ENSG00000230797
BTF3P2,ENSG00000258282
SAPCD2,ENSG00000186193
MRPL45P1,ENSG00000232508
NPM1P11,ENSG00000226827
PGLYRP3,ENSG00000159527
,ENSG00000224291
FOXI3,ENSG00000214336
ATF6,ENSG00000118217
C7orf61,ENSG00000185955
STIP1,ENSG00000168439
ADAM20P3,ENSG00000249162
TSC22D4,ENSG00000166925
PHACTR2P1,ENSG00000270300
RPL21P91,ENSG00000224907
,ENSG00000213331
,ENSG00000282413
SLC35G4,ENSG00000236396
IL1B,ENSG00000125538
SF3A3P2,ENSG00000254449
ATP13A2,ENSG00000159363
,ENSG00000267794
YWHAZP2,ENSG00000213236
ZFP42,ENSG00000179059
MMP23A,ENSG00000215914
WDR76,ENSG00000092470
PTTG1,ENSG00000164611
RPS12P26,ENSG00000225193
,ENSG00000237920
,ENSG00000229808
,ENSG00000257674
FTLP3,ENSG00000226608
RPSAP17,ENSG00000226855
TEX37,ENSG00000172073
OR7E23P,ENSG00000228433
ZNF521,ENSG00000198795
ABHD13,ENSG00000139826
,ENSG00000260483
DTX2,ENSG00000091073
PCSK9,ENSG00000169174
,ENSG00000238220
GFOD1,ENSG00000145990
,ENSG00000271286
STK10,ENSG00000072786
TRIB2,ENSG00000071575
ZNF618,ENSG00000157657
OLFML2B,ENSG00000162745
SNX21,ENSG00000124104
AKR1C3,ENSG00000196139
RPL21P2,ENSG00000215063
CRISPLD1,ENSG00000121005
AGO1,ENSG00000092847
C18orf25,ENSG00000152242
,ENSG00000248286
RPS4XP7,ENSG00000218265
DRAM2,ENSG00000156171
EIF2AK3,ENSG00000172071
KCNK13,ENSG00000152315
GLRXP2,ENSG00000258544
PRICKLE1,ENSG00000139174
EIF1P6,ENSG00000267938
NYAP1,ENSG00000166924
FAM118B,ENSG00000197798
PGLYRP4,ENSG00000163218
TUBB8,ENSG00000261456
,ENSG00000284985
,ENSG00000285091
HSD3BP2,ENSG00000203858
GAPDHP74,ENSG00000232780
HSD3BP1,ENSG00000187481
S100A9,ENSG00000163220
IL3,ENSG00000164399
DHX57,ENSG00000163214
DEDD2,ENSG00000160570
GAPDHP23,ENSG00000235595
XIAPP3,ENSG00000180152
HSD3B2,ENSG00000203859
S100A12,ENSG00000163221
PPIA,ENSG00000196262
,ENSG00000271164
LAPTM4BP1,ENSG00000237008
INPP4A,ENSG00000040933
S100A8,ENSG00000143546
EXT2,ENSG00000151348
,ENSG00000264193
XPO4,ENSG00000132953
TNFSF13B,ENSG00000102524
HKDC1,ENSG00000156510
ABHD17B,ENSG00000107362
KRT8P11,ENSG00000255815
RBMXP4,ENSG00000249465
S100A15A,ENSG00000224784
RPL23AP14,ENSG00000224438
NEB,ENSG00000183091
DCP1B,ENSG00000151065
KIF18B,ENSG00000186185
FUZ,ENSG00000010361
CEPT1,ENSG00000134255
,ENSG00000254811
PRPF38A,ENSG00000134748
FOXG1,ENSG00000176165
GAPDHP58,ENSG00000229570
DDHD1,ENSG00000100523
CCDC58P2,ENSG00000236944
,ENSG00000255065
RPS6P23,ENSG00000230871
NLRX1,ENSG00000160703
DHCR7,ENSG00000172893
HSD3B1,ENSG00000203857
SRPRA,ENSG00000182934
,ENSG00000235390
SCAND3P1,ENSG00000232795
PPCDC,ENSG00000138621
ASS1P2,ENSG00000223922
MAB21L1,ENSG00000180660
,ENSG00000259433
BANF1P4,ENSG00000223828
PSMD8P1,ENSG00000228264
SRD5A2,ENSG00000277893
,ENSG00000237317
ANKHD1-EIF4EBP3,ENSG00000254996
PHBP13,ENSG00000234835
IL6R,ENSG00000160712
HCFC2P1,ENSG00000232087
,ENSG00000270422
CNOT4P1,ENSG00000236704
AKR1C5P,ENSG00000225418
RPL6P12,ENSG00000214671
KRT18P52,ENSG00000237007
HNRNPA1P30,ENSG00000233780
AK2P2,ENSG00000242272
C9orf85,ENSG00000155621
FOXM1,ENSG00000111206
SH3RF1,ENSG00000154447
C1QL1,ENSG00000131094
NBEA,ENSG00000172915
TMDD1,ENSG00000284730
KRTAP10-11,ENSG00000243489
AKR1C8P,ENSG00000264006
KRTAP10-4,ENSG00000215454
ELMO2P1,ENSG00000276172
RPL35P3,ENSG00000219902
HMGB3P4,ENSG00000228808
,ENSG00000286084
GAPDHP22,ENSG00000234005
FIGNL2,ENSG00000261308
GAPDHP32,ENSG00000226443
,ENSG00000277562
,ENSG00000260152
UBAC2,ENSG00000134882
KRTAP10-10,ENSG00000221859
HSPB1P1,ENSG00000236060
PREP,ENSG00000085377
OR7D4,ENSG00000174667
KRTAP10-8,ENSG00000187766
PPIAP27,ENSG00000234363
OR7D1P,ENSG00000188314
KRTAP10-7,ENSG00000272804
,ENSG00000237551
,ENSG00000275834
KRTAP10-3,ENSG00000212935
OR7E24,ENSG00000237521
PIM2,ENSG00000102096
SLC25A13,ENSG00000004864
KRTAP10-12,ENSG00000189169
TXNDC11,ENSG00000153066
OR7E18P,ENSG00000180926
SRA1,ENSG00000213523
TBC1D12,ENSG00000108239
TSPY20P,ENSG00000243643
OR7E19P,ENSG00000225980
KRTAP10-1,ENSG00000215455
TSPY5P,ENSG00000225685
OR7H1P,ENSG00000226480
KRTAP12-1,ENSG00000187175
MFAP2,ENSG00000117122
SPATA5L1,ENSG00000171763
KRTAP10-2,ENSG00000205445
NPIPB1P,ENSG00000257513
KRTAP12-3,ENSG00000205439
KRTAP10-5,ENSG00000241123
PLD3,ENSG00000105223
,ENSG00000229339
KRTAP12-4,ENSG00000212933
,ENSG00000278478
PCDHB4,ENSG00000081818
KRTAP12-6P,ENSG00000276647
TRAK1,ENSG00000182606
KRTAP10-9,ENSG00000221837
H2AZP3,ENSG00000218502
,ENSG00000279983
SLFN14,ENSG00000236320
SYNJ2,ENSG00000078269
GPR18,ENSG00000125245
,ENSG00000241011
PCDHB13,ENSG00000187372
TRIML2,ENSG00000179046
KRTAP10-6,ENSG00000188155
RPSAP58,ENSG00000225178
KRTAP12-2,ENSG00000221864
,ENSG00000277493
PCDHB10,ENSG00000120324
MTX1P1,ENSG00000236675
,ENSG00000233836
GPR183,ENSG00000169508
QTRT1,ENSG00000213339
PCDHB17P,ENSG00000255622
HELLS,ENSG00000119969
PCDHB16,ENSG00000272674
IL9RP2,ENSG00000232420
IMMTP1,ENSG00000229880
NRIP2,ENSG00000053702
AP2A1,ENSG00000196961
GATM,ENSG00000171766
SNN,ENSG00000184602
KRTAP10-13P,ENSG00000236382
,ENSG00000216639
TSPEAR,ENSG00000175894
ANO7L1,ENSG00000237276
PCDHB19P,ENSG00000262096
,ENSG00000111788
,ENSG00000271543
TMEM151A,ENSG00000179292
NUP160,ENSG00000030066
NUP210,ENSG00000132182
PCDHB3,ENSG00000113205
BNIP3P39,ENSG00000269662
CD248,ENSG00000174807
NBPF20,ENSG00000162825
DUX4L31,ENSG00000231411
PCMTD1P1,ENSG00000226061
PCDHB8,ENSG00000120322
,ENSG00000267773
RHNO1,ENSG00000171792
PCDHB6,ENSG00000113211
CDC27P2,ENSG00000237447
PCDHB5,ENSG00000113209
CDHR1,ENSG00000148600
,ENSG00000225840
,ENSG00000273858
SLC6A11,ENSG00000132164
PCDHB9,ENSG00000177839
CWC22,ENSG00000163510
CSNK2A1,ENSG00000101266
PCDHB14,ENSG00000120327
TEX52,ENSG00000283297
FAM135A,ENSG00000082269
FKBP4,ENSG00000004478
RPSAP64,ENSG00000227721
S100A7A,ENSG00000184330
ETS2,ENSG00000157557
PCDHB15,ENSG00000113248
,ENSG00000276208
GOLGA2P8,ENSG00000214433
CTAGE16P,ENSG00000214335
MICOS10P4,ENSG00000248117
DNAJA1P1,ENSG00000223717
SERBP1P5,ENSG00000249565
PCDHB12,ENSG00000120328
NGRN,ENSG00000182768
HMGN2P39,ENSG00000214281
POLR3KP1,ENSG00000232647
FRAS1,ENSG00000138759
RPP40P2,ENSG00000271190
,ENSG00000255753
CIB1,ENSG00000185043
TTC39A,ENSG00000085831
MORF4L1,ENSG00000185787
PCDHB7,ENSG00000113212
GYPC,ENSG00000136732
PCDHB18P,ENSG00000146001
UAP1L1,ENSG00000197355
PCDHB11,ENSG00000197479
,ENSG00000203648
,ENSG00000255669
,ENSG00000232337
,ENSG00000261147
FBXW10,ENSG00000171931
TTLL13P,ENSG00000213471
FDPSP2,ENSG00000233980
TULP3,ENSG00000078246
KIF21B,ENSG00000116852
ABCA13,ENSG00000179869
SEC24B,ENSG00000138802
HIGD1AP6,ENSG00000253229
YPEL5P2,ENSG00000271557
,ENSG00000270322
MRRF,ENSG00000148187
,ENSG00000275674
,ENSG00000244756
PKMP4,ENSG00000254023
,ENSG00000241354
,ENSG00000235128
,ENSG00000228998
,ENSG00000270289
ZNF37CP,ENSG00000151963
,ENSG00000284626
EFCAB14P1,ENSG00000228348
FTH1P20,ENSG00000226564
,ENSG00000242667
ZNF33CP,ENSG00000235197
,ENSG00000271396
GDPGP1,ENSG00000183208
,ENSG00000256673
,ENSG00000273721
NDUFB4P3,ENSG00000231096
LRIT2,ENSG00000204033
ZNF25,ENSG00000175395
TRIML1,ENSG00000184108
ULK2,ENSG00000083290
PARP8,ENSG00000151883
SRSF5,ENSG00000100650
,ENSG00000236667
ZNF526,ENSG00000167625
AMH,ENSG00000104899
,ENSG00000242169
,ENSG00000258065
HSD3BP3,ENSG00000249798
SCFD1,ENSG00000092108
ICE2P1,ENSG00000248880
,ENSG00000278635
CPLANE2,ENSG00000132881
ITFG2,ENSG00000111203
USP24,ENSG00000162402
HIPK4,ENSG00000160396
MCMBP,ENSG00000197771
HNF4G,ENSG00000164749
WT1-AS,ENSG00000183242
,ENSG00000232320
,ENSG00000225813
POLR3D,ENSG00000168495
C19orf47,ENSG00000160392
TANK,ENSG00000136560
C2orf27AP1,ENSG00000273693
TJAP1,ENSG00000137221
WT1,ENSG00000184937
,ENSG00000271365
,ENSG00000271309
,ENSG00000270570
,ENSG00000273997
,ENSG00000274231
YAP1P1,ENSG00000220494
GAPDHP27,ENSG00000239873
RBM18,ENSG00000119446
HSD3BP4,ENSG00000203855
ANKRD20A6P,ENSG00000274502
,ENSG00000278212
SNX18P1Y,ENSG00000274162
ZNHIT6,ENSG00000117174
C9orf57,ENSG00000204669
,ENSG00000242660
TRDN,ENSG00000186439
KCNH4,ENSG00000089558
MTND4P22,ENSG00000232772
